pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
Tapu Bulu,Kartana,Heatran,Blacephalon,Landorus-Therian,Kyurem
Corviknight,Heatran,Slowbro,Tapu Lele,Tyranitar,Garchomp
Dragapult,Ferrothorn,Landorus-Therian,Slowking,Urshifu-Rapid-Strike,Moltres
Pelipper,Barraskewda,Ferrothorn,Zapdos,Landorus-Therian,Kommo-o
Weavile,Slowking,Bisharp,Ferrothorn,Zeraora,Landorus-Therian
Latios,Toxapex,Mandibuzz,Rillaboom,Swampert,Zeraora
Volcarona,Urshifu-Rapid-Strike,Slowking-Galar,Landorus-Therian,Corviknight,Zeraora
Melmetal,Landorus-Therian,Weavile,Lycanroc-Dusk,Tapu Koko,Hawlucha
Kyurem,Bisharp,Slowking,Corviknight,Hippowdon,Dragapult
Calyrex-Ice,Groudon,Necrozma-Dusk-Mane,Eternatus,Yveltal,Ditto
Victini,Garchomp,Tapu Koko,Scizor,Landorus-Therian,Tapu Fini
Obstagoon,Magearna,Cinderace,Latios,Landorus-Therian,Zapdos
Zamazenta-Crowned,Blacephalon,Corviknight,Garchomp,Zeraora,Toxapex
Slowking-Galar,Hydreigon,Landorus-Therian,Kartana,Tapu Koko,Toxapex
Weavile,Tapu Fini,Slowking-Galar,Ferrothorn,Hippowdon,Hydreigon
Nidoking,Pelipper,Ferrothorn,Tapu Koko,Swampert,Dragapult
Dragapult,Rillaboom,Hippowdon,Toxapex,Blissey,Corviknight
Tapu Koko,Zapdos,Magnezone,Garchomp,Zarude-Dada,Melmetal
Moltres-Galar,Landorus-Therian,Ribombee,Tornadus-Therian,Urshifu-Rapid-Strike,Cloyster
Slowbro-Galar,Blissey,Corviknight,Clefable,Dragonite,Gastrodon
Landorus-Therian,Blissey,Dragapult,Corviknight,Garchomp,Slowbro
Hatterene,Cresselia,Porygon2,Crawdaunt,Marowak-Alola,Melmetal
Scizor,Heatran,Rillaboom,Landorus-Therian,Toxapex,Zapdos
Grimmsnarl,Zeraora,Swampert,Tornadus-Therian,Bisharp,Heatran
Kyurem,Mew,Kartana,Tapu Koko,Obstagoon,Hawlucha
Shedinja,Gastrodon-East,Dragapult,Heatran,Clefable,Corviknight
Weavile,Landorus-Therian,Ferrothorn,Tornadus-Therian,Heatran,Tapu Lele
Articuno-Galar,Clefable,Rotom-Heat,Jirachi,Amoonguss,Buzzwole
Skarmory,Crawdaunt,Tapu Lele,Dragonite,Volcarona,Kartana
Slowking,Dragapult,Zapdos,Scizor,Landorus-Therian,Crawdaunt
Blissey,Corviknight,Toxapex,Shedinja,Clefable,Ditto
Hatterene,Melmetal,Porygon2,Marowak-Alola,Cresselia,Conkeldurr
Torkoal,Venusaur,Blissey,Corviknight,Heatran,Victini
Electabuzz,Hattrem,Golbat,Mareanie,Piloswine,Linoone-Galar
Magearna,Zeraora,Crawdaunt,Cinderace,Kommo-o,Rillaboom
Heatran,Torkoal,Venusaur,Corviknight,Garchomp,Blissey
Melmetal,Landorus-Therian,Slowking,Dragapult,Zapdos,Volcarona
Urshifu-Rapid-Strike,Tapu Koko,Weavile,Landorus-Therian,Slowking,Corviknight
Rhyperior,Toxapex,Dragonite,Dhelmise,Scizor,Ditto
Swampert,Tapu Lele,Mandibuzz,Blissey,Gengar,Melmetal
Tapu Lele,Magnezone,Dragonite,Corviknight,Swampert,Blissey
Zeraora,Landorus-Therian,Tapu Fini,Corviknight,Slowking-Galar,Weavile
Dragonite,Magnezone,Landorus-Therian,Toxapex,Clefable,Kartana
Heatran,Tapu Fini,Kartana,Landorus-Therian,Zeraora,Slowking-Galar
Heatran,Clefable,Tapu Koko,Weavile,Garchomp,Corviknight
Reuniclus,Terrakion,Corviknight,Blissey,Dragapult,Zeraora
Slowking-Galar,Urshifu,Spectrier,Toxapex,Mandibuzz,Landorus-Therian
Garchomp,Tapu Koko,Magearna,Cinderace,Hawlucha,Urshifu
Shuckle,Magearna,Azumarill,Cinderace,Zapdos-Galar,Hydreigon
Tyranitar,Dracozolt,Excadrill,Garchomp,Toxapex,Corviknight
Slowbro,Urshifu,Cinderace,Clefable,Hydreigon,Ferrothorn
Suicune,Rillaboom,Kartana,Garchomp,Clefable,Mandibuzz
Zamazenta-Crowned,Garchomp,Slowbro,Clefable,Zeraora,Corviknight
Qwilfish,Skarmory,Blissey,Ferrothorn,Excadrill,Bisharp
Landorus-Therian,Tapu Koko,Hawlucha,Dragapult,Kartana,Bisharp
Tyranitar,Excadrill,Slowking,Tangrowth,Tornadus-Therian,Tapu Koko
Garchomp,Dragapult,Slowking,Melmetal,Zapdos,Weavile
Mew,Landorus-Therian,Dragapult,Clefable,Scizor,Zeraora
Melmetal,Slowking,Dragapult,Urshifu-Rapid-Strike,Landorus-Therian,Corviknight
Swampert,Victini,Zapdos,Urshifu-Rapid-Strike,Blissey,Ferrothorn
Dragapult,Tapu Fini,Zapdos,Ferrothorn,Landorus-Therian,Urshifu-Rapid-Strike
Reuniclus,Tornadus-Therian,Latios,Urshifu-Rapid-Strike,Rillaboom,Heatran
Reuniclus,Clefable,Mandibuzz,Hippowdon,Dragapult,Toxapex
Dragonite,Landorus-Therian,Bisharp,Hawlucha,Rillaboom,Scizor
Landorus-Therian,Dragonite,Rillaboom,Volcarona,Tapu Fini,Scizor
Buzzwole,Slowking-Galar,Tyranitar,Tapu Lele,Blacephalon,Kommo-o
Garchomp,Scizor,Rotom-Wash,Dragapult,Tornadus-Therian,Kartana
Heatran,Zeraora,Corviknight,Slowking,Landorus-Therian,Clefable
Rillaboom,Heatran,Slowking,Dragapult,Landorus-Therian,Bisharp
Regieleki,Landorus-Therian,Magearna,Spectrier,Garchomp,Cinderace
Cinderace,Excadrill,Slowbro,Clefable,Dragapult,Mandibuzz
Pelipper,Ferrothorn,Tornadus-Therian,Garchomp,Barraskewda,Urshifu
Spectrier,Kartana,Tyranitar,Excadrill,Toxapex,Moltres
Tyranitar,Excadrill,Dracozolt,Tangrowth,Slowking,Tornadus-Therian
Urshifu,Slowking,Magearna,Toxapex,Mandibuzz,Landorus-Therian
Pheromosa,Slowbro,Garchomp,Clefable,Magnezone,Mandibuzz
Moltres,Slowking,Tyranitar,Excadrill,Buzzwole,Dracozolt
Kyurem-Black,Zygarde,Regieleki,Urshifu,Magearna,Landorus-Therian
Zygarde,Clefable,Toxapex,Spectrier,Heatran,Tornadus-Therian
Tapu Fini,Magnezone,Blissey,Melmetal,Dragapult,Landorus-Therian
Glastrier,Cresselia,Regidrago,Hatterene,Magearna,Marowak-Alola
Bisharp,Landorus-Therian,Slowking,Corviknight,Zeraora,Clefable
Landorus,Shuckle,Zapdos-Galar,Latias,Aegislash,Urshifu
Blissey,Dragapult,Clefable,Toxapex,Garchomp,Corviknight
Tapu Lele,Victini,Landorus-Therian,Kartana,Melmetal,Dragapult
Scizor,Hydreigon,Tapu Koko,Slowking,Landorus-Therian,Corviknight
Kyurem,Tapu Koko,Corviknight,Landorus-Therian,Heatran,Tapu Fini
Slowking-Galar,Weavile,Magnezone,Garchomp,Corviknight,Urshifu-Rapid-Strike
Tapu Lele,Urshifu-Rapid-Strike,Corviknight,Landorus-Therian,Magnezone,Hydreigon
Tapu Koko,Urshifu-Rapid-Strike,Melmetal,Heatran,Landorus-Therian,Tornadus-Therian
Pelipper,Ferrothorn,Zapdos,Barraskewda,Seismitoad,Moltres-Galar
Zeraora,Zapdos-Galar,Jirachi,Toxapex,Landorus-Therian,Tornadus-Therian
Celesteela,Toxapex,Zygarde,Clefable,Pheromosa,Melmetal
Landorus-Therian,Weavile,Ferrothorn,Zapdos,Urshifu-Rapid-Strike,Volcarona
Landorus-Therian,Tapu Koko,Azumarill,Hawlucha,Garchomp,Dragonite
Magnezone,Slowking-Galar,Kartana,Tapu Fini,Landorus-Therian,Kyurem
Hydreigon,Zapdos,Clefable,Landorus-Therian,Heatran,Dragapult
Pelipper,Barraskewda,Tornadus-Therian,Ferrothorn,Seismitoad,Tapu Koko
Pheromosa,Slowbro,Tyranitar,Moltres,Excadrill,Clefable
Urshifu-Rapid-Strike,Slowking-Galar,Ferrothorn,Landorus-Therian,Tornadus-Therian,Weavile
Pelipper,Ferrothorn,Barraskewda,Zapdos,Clefable,Garchomp
Melmetal,Zapdos,Slowking,Landorus-Therian,Dragapult,Weavile
Dragalge,Slowking,Zapdos-Galar,Mandibuzz,Kartana,Landorus-Therian
Dragalge,Zeraora,Urshifu-Rapid-Strike,Corviknight,Slowking-Galar,Landorus-Therian
Weavile,Dragalge,Urshifu-Rapid-Strike,Corviknight,Slowking-Galar,Landorus-Therian
Skarmory,Slowking,Urshifu-Rapid-Strike,Zeraora,Heatran,Rillaboom
Garchomp,Barraskewda,Scolipede,Cloyster,Mew,Silvally-Fairy
Tapu Bulu,Heatran,Toxapex,Hippowdon,Weavile,Corviknight
Tapu Koko,Hawlucha,Mew,Kommo-o,Aegislash,Zeraora
Sceptile,Salamence,Excadrill,Tapu Koko,Magnezone,Weavile
Slowking-Galar,Buzzwole,Weavile,Garchomp,Corviknight,Dragapult
Celesteela,Rillaboom,Swampert,Moltres,Kyurem,Slowbro
Tapu Koko,Victini,Ferrothorn,Slowking,Buzzwole,Hydreigon
Kartana,Ribombee,Thundurus-Therian,Azumarill,Mamoswine,Volcarona
Urshifu,Slowbro,Excadrill,Togekiss,Tyranitar,Amoonguss
Rillaboom,Magnezone,Zeraora,Slowking,Tyranitar,Corviknight
Toxapex,Blissey,Clefable,Hydreigon,Quagsire,Corviknight
Bisharp,Slowking,Zapdos,Ferrothorn,Garchomp,Dragapult
Pelipper,Barraskewda,Thundurus-Therian,Ferrothorn,Tapu Lele,Kyurem
Tapu Koko,Raichu-Alola,Toxapex,Mandibuzz,Ferrothorn,Swampert
Tapu Koko,Kartana,Garchomp,Corviknight,Clefable,Toxapex
Venusaur,Victini,Darmanitan,Torkoal,Mandibuzz,Tangrowth
Heatran,Quagsire,Toxapex,Clefable,Hydreigon,Skarmory
Mew,Dragonite,Blacephalon,Zeraora,Kartana,Diggersby
Skarmory,Blissey,Swampert,Buzzwole,Zeraora,Dragapult
Zamazenta-Crowned,Tapu Koko,Hawlucha,Mew,Bisharp,Volcarona
Tapu Koko,Scizor,Garchomp,Mandibuzz,Slowking,Landorus-Therian
Kyurem,Heatran,Dragapult,Slowking,Mandibuzz,Landorus-Therian
Clefable,Slowking-Galar,Blissey,Toxapex,Corviknight,Garchomp
Latios,Tyranitar,Excadrill,Pelipper,Ferrothorn,Urshifu-Rapid-Strike
Latios,Tyranitar,Excadrill,Pelipper,Ferrothorn,Urshifu-Rapid-Strike
Tyranitar,Clefable,Slowking,Magnezone,Zapdos,Excadrill
Nidoking,Ferrothorn,Clefable,Heatran,Garchomp,Mandibuzz
Scizor,Tapu Koko,Terrakion,Slowking,Mandibuzz,Nidoking
Scizor,Hydreigon,Tapu Koko,Slowking,Landorus-Therian,Corviknight
Landorus-Therian,Gengar,Weavile,Raikou,Slowking,Corviknight
Garchomp,Tornadus-Therian,Slowking-Galar,Hydreigon,Cinderace,Tapu Fini
Landorus-Therian,Ninetales-Alola,Cinderace,Garchomp,Gyarados,Magearna
Pheromosa,Rillaboom,Zapdos,Weezing-Galar,Swampert,Incineroar
Weavile,Tapu Koko,Tornadus-Therian,Slowking,Tangrowth,Heatran
Tyranitar,Excadrill,Magnezone,Slowbro,Dragapult,Weavile
Slowking,Melmetal,Exploud,Toxapex,Landorus-Therian,Cinderace
Clefable,Magearna,Cinderace,Slowking,Hydreigon,Landorus-Therian
Ferrothorn,Slowking-Galar,Urshifu,Landorus-Therian,Moltres,Pheromosa
Dragapult,Clefable,Mandibuzz,Gastrodon,Heatran,Tornadus-Therian
Spectrier,Melmetal,Toxapex,Heatran,Landorus-Therian,Mandibuzz
Clefable,Heatran,Urshifu,Slowbro,Latios,Landorus-Therian
Rillaboom,Magearna,Dragapult,Landorus-Therian,Toxapex,Moltres
Garchomp,Hydreigon,Pheromosa,Melmetal,Landorus-Therian,Tapu Fini
Nidoking,Ferrothorn,Clefable,Heatran,Garchomp,Mandibuzz
Pheromosa,Slowking-Galar,Tangrowth,Heatran,Garchomp,Mandibuzz
Vanilluxe,Arctozolt,Cinderace,Slowbro,Swampert,Mandibuzz
Torkoal,Cinderace,Landorus-Therian,Slowking-Galar,Hydreigon,Tornadus-Therian
Pelipper,Barraskewda,Ferrothorn,Toxapex,Thundurus-Therian,Tornadus-Therian
Pelipper,Barraskewda,Swampert,Corviknight,Volcanion,Tornadus-Therian
Tyranitar,Excadrill,Kartana,Toxapex,Tangrowth,Tornadus-Therian
Nidoking,Slowbro,Tapu Lele,Cinderace,Heatran,Mandibuzz
Tyranitar,Excadrill,Dracozolt,Buzzwole,Toxapex,Moltres
Trubbish,Eldegoss,Clefable,Swampert,Bisharp,Tornadus-Therian
Trubbish,Slowbro,Clefable,Excadrill,Tyranitar,Tornadus-Therian
Tyranitar,Excadrill,Clefable,Amoonguss,Buzzwole,Zapdos
Tapu Koko,Magnezone,Garchomp,Slowbro,Cinderace,Mandibuzz
Trubbish,Swampert,Clefable,Pheromosa,Suicune,Corviknight
Tapu Bulu,Tornadus-Therian,Toxapex,Excadrill,Tyranitar,Volcarona
Bisharp,Landorus-Therian,Alakazam,Tapu Lele,Garchomp,Mimikyu
Volcarona,Blacephalon,Zapdos,Tapu Fini,Rillaboom,Swampert
Dragonite,Kommo-o,Shuckle,Weavile,Landorus-Therian,Volcarona
Landorus-Therian,Toxapex,Volcarona,Dragapult,Ferrothorn,Grimmsnarl
Hydreigon,Clefable,Toxapex,Scizor,Dragapult,Corviknight
Hippowdon,Mandibuzz,Toxapex,Magearna,Cinderace,Dragapult
Clefable,Snorlax,Corviknight,Magnezone,Toxapex,Pyukumuku
Blissey,Dragapult,Buzzwole,Slowking,Dhelmise,Landorus-Therian
Dhelmise,Slowking,Dragapult,Tangrowth,Clefable,Corviknight
Kartana,Tapu Koko,Slowking-Galar,Corviknight,Garchomp,Tapu Fini
Reuniclus,Blissey,Toxapex,Latias,Corviknight,Garchomp
Suicune,Azumarill,Quagsire,Clefable,Blissey,Corviknight
Pelipper,Volcanion,Thundurus-Therian,Ferrothorn,Barraskewda,Blastoise
Slowking-Galar,Buzzwole,Tapu Fini,Landorus-Therian,Dragapult,Weavile
Mew,Snorlax,Clefable,Toxapex,Garchomp,Tornadus-Therian
Tyranitar,Tangrowth,Corviknight,Slowking,Excadrill,Dracozolt
Toxapex,Scizor,Blissey,Shedinja,Quagsire,Corviknight
Dragapult,Ferrothorn,Crawdaunt,Landorus-Therian,Kyurem,Heatran
Dragapult,Ferrothorn,Crawdaunt,Landorus-Therian,Zapdos,Heatran
Reuniclus,Urshifu-Rapid-Strike,Zeraora,Corviknight,Clefable,Garchomp
Zamazenta-Crowned,Tapu Lele,Landorus-Therian,Rotom-Wash,Garchomp,Heatran
Bisharp,Volcarona,Slowking,Tyranitar,Dragapult,Thundurus-Therian
Heatran,Cinderace,Slowking,Landorus-Therian,Clefable,Hydreigon
Arctozolt,Tapu Koko,Ninetales-Alola,Magnezone,Corviknight,Landorus-Therian
Dragonite,Clefable,Quagsire,Heatran,Chansey,Slowking
Clefable,Corviknight,Heatran,Torkoal,Venusaur,Garchomp
Zapdos-Galar,Dragalge,Weavile,Blissey,Garchomp,Melmetal
Victini,Rillaboom,Melmetal,Buzzwole,Heatran,Landorus-Therian
Rillaboom,Magnezone,Kartana,Toxapex,Mandibuzz,Swampert
Tapu Lele,Magearna,Hydreigon,Landorus-Therian,Toxapex,Tornadus-Therian
Tyranitar,Excadrill,Slowking-Galar,Kartana,Moltres,Buzzwole
Kyurem,Corviknight,Cinderace,Toxapex,Hydreigon,Excadrill
Lickilicky,Regieleki,Zoroark,Landorus-Therian,Nidoking,Urshifu-Rapid-Strike
Azelf,Tapu Koko,Bisharp,Hawlucha,Garchomp,Slowbro-Galar
Reshiram,Necrozma-Dusk-Mane,Yveltal,Darmanitan-Galar,Eternatus,Xerneas
Zapdos-Galar,Skarmory,Slowking-Galar,Hippowdon,Weavile,Regieleki
Hydreigon,Slowking-Galar,Tangrowth,Landorus-Therian,Melmetal,Clefable
Latios,Hydreigon,Dragapult,Landorus-Therian,Zapdos,Magearna
Dragapult,Urshifu-Rapid-Strike,Zeraora,Landorus-Therian,Blissey,Tapu Fini
Skarmory,Blissey,Regieleki,Rillaboom,Weavile,Landorus-Therian
Slowbro-Galar,Zapdos-Galar,Tapu Koko,Regieleki,Porygon2,Hydreigon
Zapdos-Galar,Blissey,Melmetal,Garchomp,Regieleki,Weavile
Hatterene,Dhelmise,Porygon2,Marowak-Alola,Melmetal,Cresselia
Kyurem,Klefki,Torkoal,Garchomp,Venusaur,Victini
Lycanroc-Dusk,Tapu Koko,Sigilyph,Corviknight,Krookodile,Incineroar
Gyarados,Aerodactyl,Tapu Koko,Hawlucha,Bisharp,Volcarona
Zamazenta-Crowned,Rillaboom,Urshifu-Rapid-Strike,Landorus-Therian,Dragapult,Regieleki
Reuniclus,Hippowdon,Zapdos-Galar,Slowking-Galar,Ferrothorn,Mandibuzz
Tapu Koko,Landorus-Therian,Hawlucha,Magearna,Azumarill,Dragonite
Landorus-Therian,Hydreigon,Slowking-Galar,Tapu Koko,Clefable,Tornadus-Therian
Ditto,Hydreigon,Toxapex,Skarmory,Quagsire,Shedinja
Blissey,Skarmory,Quagsire,Clefable,Dragonite,Toxapex
Hydreigon,Dragapult,Scizor,Rotom-Wash,Landorus-Therian,Slowking-Galar
Landorus-Therian,Corviknight,Aegislash,Dragapult,Zeraora,Kartana
Tapu Fini,Zeraora,Dragapult,Rillaboom,Corviknight,Garchomp
Cinderace,Dragapult,Rillaboom,Crawdaunt,Alakazam,Hawlucha
Cinderace,Zeraora,Crawdaunt,Rillaboom,Hawlucha,Azumarill
Ribombee,Dracozolt,Magnezone,Rillaboom,Urshifu-Rapid-Strike,Hawlucha
Skarmory,Magnezone,Clefable,Gastrodon,Dragapult,Rillaboom
Togekiss,Tyranitar,Excadrill,Amoonguss,Corviknight,Hatterene
Toxtricity,Rillaboom,Volcarona,Primarina,Urshifu,Excadrill
Toxapex,Urshifu-Rapid-Strike,Excadrill,Skarmory,Hippowdon,Clefable
Hatterene,Tyranitar,Excadrill,Amoonguss,Corviknight,Gengar
Skarmory,Spectrier,Urshifu,Rillaboom,Magearna,Crawdaunt
Garchomp,Clefable,Slowking,Dragapult,Melmetal,Landorus-Therian
Clefable,Slowking,Dragapult,Melmetal,Landorus-Therian,Corviknight
Tapu Koko,Victini,Scizor,Rotom-Wash,Landorus-Therian,Tapu Fini
Clefable,Blissey,Hippowdon,Kyurem,Skarmory,Toxapex
Shuckle,Regieleki,Blaziken,Volcarona,Bisharp,Landorus-Therian
Shuckle,Regieleki,Blaziken,Gardevoir,Bisharp,Landorus-Therian
Jirachi,Blissey,Clefable,Zapdos,Gastrodon-East,Buzzwole
Abomasnow,Thundurus-Therian,Arctozolt,Swampert,Slowbro,Togekiss
Hippowdon,Corviknight,Toxapex,Blissey,Magnezone,Kyurem
Landorus-Therian,Rillaboom,Magnezone,Dragonite,Tapu Fini,Volcarona
Landorus-Therian,Latios,Rillaboom,Magnezone,Dragapult,Magearna-Original
Landorus-Therian,Crawdaunt,Rillaboom,Tapu Koko,Zeraora,Volcarona
Landorus-Therian,Mandibuzz,Magnezone,Tapu Fini,Rillaboom,Kartana
Hippowdon,Skarmory,Toxapex,Blissey,Zapdos,Kyurem
Ferrothorn,Mandibuzz,Slowking,Magearna,Cinderace,Landorus-Therian
Landorus-Therian,Corviknight,Slowking,Kyurem,Cinderace,Regieleki
Landorus-Therian,Mandibuzz,Heatran,Keldeo-Resolute,Rillaboom,Dragapult
Landorus-Therian,Mandibuzz,Slowking-Galar,Tapu Fini,Cinderace,Dragapult
Tyranitar,Corviknight,Slowbro,Landorus-Therian,Tapu Koko,Dracozolt
Hippowdon,Mandibuzz,Heatran,Tapu Fini,Rillaboom,Dragapult
Hippowdon,Corviknight,Blissey,Cinderace,Tapu Koko,Dragapult
Melmetal,Cresselia,Crawdaunt,Hatterene,Porygon2,Marowak-Alola
Clefable,Nidoking,Magearna,Spectrier,Excadrill,Hydreigon
Landorus-Therian,Dragapult,Melmetal,Rillaboom,Mandibuzz,Slowking
Blissey,Gengar,Clefable,Azumarill,Appletun,Snorlax
Landorus-Therian,Ninetales-Alola,Kyurem,Zeraora,Volcarona,Dragapult
Pelipper,Kingdra,Urshifu-Rapid-Strike,Regieleki,Ferrothorn,Slowking-Galar
Weavile,Corviknight,Nidoking,Clefable,Slowking,Heatran
Landorus-Therian,Corviknight,Terrakion,Slowking,Zeraora,Gengar
Landorus-Therian,Slowking,Volcarona,Weavile,Heatran,Tornadus-Therian
Toxapex,Quagsire,Moltres,Corviknight,Blissey,Clefable
Corviknight,Clefable,Tapu Fini,Zeraora,Blacephalon,Garchomp
Slowking,Corviknight,Landorus-Therian,Urshifu-Rapid-Strike,Tyranitar,Dragapult
Weavile,Dragapult,Kyurem,Hawlucha,Tapu Koko,Mew
Shuckle,Kommo-o,Aegislash,Obstagoon,Mamoswine,Zapdos-Galar
Torkoal,Heatran,Cinderace,Venusaur,Rillaboom,Zapdos
Snorlax,Toxapex,Ditto,Hippowdon,Corviknight,Magnezone
Magnezone,Urshifu-Rapid-Strike,Zeraora,Slowbro,Landorus-Therian,Ferrothorn
Garchomp,Volcarona,Mew,Melmetal,Rotom-Wash,Obstagoon
Raikou,Heatran,Corviknight,Gastrodon-East,Clefable,Weavile
Kyurem,Tyranitar,Excadrill,Amoonguss,Togekiss,Dragapult
Kyurem,Tyranitar,Excadrill,Tangrowth,Togekiss,Dragapult
Landorus-Therian,Magearna,Marowak-Alola,Toxapex,Chansey,Aerodactyl
Magearna,Landorus-Therian,Articuno-Galar,Chansey,Toxapex,Gengar
Corviknight,Amoonguss,Slowking,Zamazenta-Crowned,Kyurem,Zeraora
Garchomp,Clefable,Corviknight,Heatran,Toxapex,Urshifu
Garchomp,Landorus-Therian,Magearna,Tapu Koko,Urshifu,Hawlucha
Slowbro,Dragapult,Zamazenta-Crowned,Clefable,Corviknight,Garchomp
Pelipper,Kingdra,Thundurus-Therian,Ferrothorn,Barraskewda,Scizor
Archeops,Zapdos-Galar,Skarmory,Dragonite,Bisharp,Zeraora
Mew,Gengar,Scizor,Zapdos-Galar,Weavile,Garchomp
Heatran,Urshifu-Rapid-Strike,Garchomp,Tapu Koko,Corviknight,Rillaboom
Landorus-Therian,Ferrothorn,Slowking-Galar,Tornadus-Therian,Tapu Fini,Tapu Koko
Zamazenta-Crowned,Corviknight,Clefable,Gastrodon,Blissey,Volcarona
Urshifu-Rapid-Strike,Landorus-Therian,Corviknight,Slowking-Galar,Dragapult,Garchomp
Tapu Bulu,Tornadus-Therian,Heatran,Scizor,Slowbro,Garchomp
Weavile,Skarmory,Slowking,Blissey,Landorus-Therian,Zeraora
Weavile,Reuniclus,Clefable,Landorus-Therian,Slowking,Zapdos
Terrakion,Ferrothorn,Mandibuzz,Landorus-Therian,Tapu Lele,Toxapex
Milotic,Corviknight,Landorus-Therian,Tapu Koko,Blacephalon,Garchomp
Heatran,Dragapult,Slowking-Galar,Tapu Fini,Landorus-Therian,Kartana
Dragonite,Dragapult,Magnezone,Tapu Fini,Landorus-Therian,Zapdos-Galar
Nidoking,Tapu Bulu,Tyranitar,Zapdos,Heatran,Kartana
Zamazenta-Crowned,Slowbro,Blissey,Nidoking,Ferrothorn,Skarmory
Heatran,Dragapult,Scizor,Dragonite,Landorus-Therian,Kartana
Landorus-Therian,Tapu Koko,Hydreigon,Garchomp,Dragapult,Volcarona
Incineroar,Slowking,Ferrothorn,Garchomp,Heatran,Corviknight
Urshifu-Rapid-Strike,Gengar,Landorus-Therian,Zapdos,Slowking,Garchomp
Urshifu-Rapid-Strike,Landorus-Therian,Corviknight,Slowking-Galar,Dragapult,Garchomp
Tapu Koko,Mandibuzz,Aegislash,Dragonite,Landorus-Therian,Clawitzer
Dragapult,Slowking,Zeraora,Excadrill,Mandibuzz,Volcarona
Landorus-Therian,Dragapult,Zapdos,Tapu Fini,Slowking-Galar,Melmetal
Spectrier,Slowbro,Jirachi,Hydreigon,Scizor,Hippowdon
Volcarona,Scizor,Dragonite,Zapdos,Garchomp,Bisharp
Volcarona,Scizor,Dragonite,Zapdos,Garchomp,Bisharp
Kartana,Mamoswine,Magnezone,Latios,Toxapex,Mandibuzz
Aegislash,Landorus-Therian,Weavile,Keldeo,Garchomp,Corviknight
Volcarona,Dragapult,Heatran,Toxapex,Landorus-Therian,Tornadus-Therian
Dragapult,Urshifu-Rapid-Strike,Weavile,Slowking-Galar,Corviknight,Landorus-Therian
Landorus-Therian,Tapu Koko,Hawlucha,Tapu Lele,Garchomp,Volcarona
Tangrowth,Toxapex,Eldegoss,Amoonguss,Slowking,Ditto
Dragapult,Melmetal,Landorus-Therian,Slowking,Corviknight,Clefable
Corviknight,Victini,Kyurem,Terrakion,Tapu Fini,Excadrill
Lucario,Landorus-Therian,Corviknight,Tapu Fini,Weavile,Slowking-Galar
Lucario,Landorus-Therian,Corviknight,Tapu Fini,Weavile,Slowking-Galar
Tapu Fini,Landorus-Therian,Scizor,Weavile,Dragonite,Magnezone
Raboot,Piloswine,Charjabug,Hattrem,Machoke,Zweilous
Raboot,Thwackey,Hattrem,Kadabra,Corsola-Galar,Vullaby
Duosion,Mareanie,Vullaby,Ferroseed,Machoke,Raboot
Nidoking,Dragapult,Slowking,Bisharp,Ferrothorn,Landorus-Therian
Nidoking,Dragapult,Slowking,Bisharp,Ferrothorn,Landorus-Therian
Reuniclus,Toxapex,Magnezone,Skarmory,Tyranitar,Excadrill
Latias,Tornadus-Therian,Magnezone,Rillaboom,Hippowdon,Blissey
Smeargle,Greninja,Stakataka,Farfetch’d,Toxapex,Marowak
Hippowdon,Skarmory,Toxapex,Blissey,Zapdos,Kyurem
Zamazenta-Crowned,Grimmsnarl,Ribombee,Kartana,Volcarona,Garchomp
Landorus-Therian,Azumarill,Garchomp,Dragonite,Volcarona,Mew
Swampert,Heatran,Amoonguss,Mandibuzz,Dragapult,Spectrier
Mamoswine,Tornadus-Therian,Obstagoon,Tapu Lele,Kartana,Rotom-Wash
Tapu Fini,Magnezone,Kartana,Zamazenta-Crowned,Rillaboom,Tapu Lele
Landorus-Therian,Clefable,Melmetal,Zapdos,Dragapult,Cinderace
Garchomp,Scizor,Volcarona,Rotom-Wash,Crobat,Alakazam
Zeraora,Blaziken,Skarmory,Slowking,Landorus-Therian,Scizor
Tapu Koko,Torkoal,Venusaur,Victini,Hydreigon,Landorus-Therian
Tangrowth,Weavile,Slowking,Magnezone,Corviknight,Nidoking
Slurpuff,Dragapult,Rillaboom,Celesteela,Garchomp,Bisharp
Landorus-Therian,Ninetales-Alola,Arctozolt,Corviknight,Tornadus-Therian,Garchomp
Landorus-Therian,Volcarona,Garchomp,Hawlucha,Tapu Lele,Regieleki
Mew,Landorus-Therian,Kartana,Magnezone,Tapu Fini,Kyurem
Mew,Blaziken,Kyurem-Black,Genesect,Naganadel,Grimmsnarl
Tapu Fini,Nidoking,Heatran,Urshifu,Clefable,Zapdos
Toxapex,Slowking,Landorus-Therian,Melmetal,Tapu Bulu,Aegislash
Landorus-Therian,Magearna,Xurkitree,Chansey,Jolteon,Weavile
Aegislash,Landorus-Therian,Weavile,Keldeo,Garchomp,Corviknight
Victini,Tapu Koko,Scizor,Slowking,Landorus-Therian,Corviknight
Cinderace,Moltres,Buzzwole,Hippowdon,Blissey,Magearna
Regigigas,Slowking-Galar,Volcarona,Corviknight,Landorus-Therian,Tapu Lele
Tapu Koko,Landorus-Therian,Ninetales,Magearna,Cinderace,Hawlucha
Haxorus,Volcarona,Landorus-Therian,Tapu Koko,Hawlucha,Bisharp
