pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
Samurott-Hisui,Kingambit,Sandy Shocks,Gholdengo,Iron Valiant,Walking Wake
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Sneasler,Garganacl,Heatran,Rotom-Wash,Great Tusk,Dragapult
Ursaluna,Landorus-Therian,Dondozo,Magnezone,Dragapult,Mimikyu
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Hydreigon,Gholdengo,Great Tusk,Skeledirge,Hatterene,Toxapex
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Skeledirge,Meowscarada,Lycanroc-Dusk,Azumarill,Cinderace,Hydreigon
Dudunsparce-*,Cinderace,Garchomp,Gholdengo,Baxcalibur,Amoonguss
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Sandy Shocks,Kingambit,Breloom,Roaring Moon,Azumarill,Iron Moth
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Clodsire,Hatterene,Garganacl,Dondozo,Talonflame,Gastrodon
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Dragonite,Scream Tail,Roaring Moon,Kingambit,Garchomp,Iron Moth
Pelipper,Mudsdale,Floatzel,Azumarill,Maushold-Four,Hydreigon
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Dragapult,Kingambit,Iron Valiant,Dragonite,Gholdengo,Ting-Lu
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Samurott,Ceruledge,Amoonguss,Kingambit,Iron Valiant,Great Tusk
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Garganacl,Kingambit,Iron Valiant,Great Tusk,Toxapex,Hydreigon
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Great Tusk,Dragapult,Sandy Shocks,Kingambit,Dragonite,Volcarona
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Glimmora,Orthworm,Azumarill,Veluza,Frosmoth,Eiscue
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Leaves,Iron Moth
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Great Tusk,Slowking,Kingambit,Iron Moth,Dragonite,Dragapult
Zoroark-Hisui,Kingambit,Great Tusk,Dragapult,Cinderace,Azumarill
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Leaves,Iron Moth
Pelipper,Floatzel,Azumarill,Golduck,Pawmot,Toedscruel
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Roaring Moon,Dondozo,Clodsire,Gholdengo,Cinderace,Meowscarada
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Hatterene,Torkoal,Indeedee-F,Garganacl,Crabominable,Rabsca
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Skeledirge,Meowscarada,Lycanroc-Dusk,Azumarill,Cinderace,Hydreigon
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Iron Hands,Hatterene,Walking Wake,Pincurchin,Iron Leaves,Iron Moth
Garchomp,Meowscarada,Magnezone,Dragonite,Corviknight,Quaquaval
Dragapult,Glimmora,Gholdengo,Iron Valiant,Dondozo,Ting-Lu
Baxcalibur,Iron Valiant,Hawlucha,Pincurchin,Iron Treads,Iron Moth
Meowscarada,Roaring Moon,Great Tusk,Dragonite,Gholdengo,Azumarill
Iron Hands,Hatterene,Dragonite,Pincurchin,Iron Valiant,Iron Moth
Baxcalibur,Iron Valiant,Hawlucha,Pincurchin,Iron Treads,Iron Moth
Rotom-Wash,Skeledirge,Ting-Lu,Clodsire,Meowscarada,Corviknight
Iron Hands,Toedscruel,Azumarill,Pincurchin,Iron Treads,Iron Moth
Kingambit,Baxcalibur,Great Tusk,Amoonguss,Dondozo,Ceruledge
Hatterene,Ursaluna,Skeledirge,Amoonguss,Salamence,Samurott-Hisui
Goodra-Hisui,Enamorus,Kingambit,Iron Valiant,Dondozo,Great Tusk
Goodra-Hisui,Enamorus,Great Tusk,Iron Valiant,Dondozo,Dragonite
Baxcalibur,Ninetales-Alola,Manaphy,Frosmoth,Kingambit,Kommo-o
Hatterene,Garganacl,Corviknight,Dondozo,Ting-Lu,Great Tusk
Iron Hands,Toedscruel,Azumarill,Pincurchin,Iron Treads,Iron Moth
Torkoal,Walking Wake,Kingambit,Brute Bonnet,Great Tusk,Iron Moth
Samurott-Hisui,Garganacl,Great Tusk,Dragonite,Iron Valiant,Dragapult
Rotom-Wash,Corviknight,Garganacl,Cinderace,Baxcalibur,Dragapult
Iron Hands,Toedscruel,Azumarill,Pincurchin,Iron Treads,Iron Moth
Baxcalibur,Iron Valiant,Hawlucha,Pincurchin,Iron Treads,Iron Moth
Sandy Shocks,Azumarill,Baxcalibur,Orthworm,Hatterene,Clodsire
Goodra-Hisui,Enamorus,Iron Valiant,Great Tusk,Dondozo,Kingambit
Grimmsnarl,Dragonite,Gholdengo,Kingambit,Corviknight,Iron Moth
Vespiquen,Garganacl,Great Tusk,Gholdengo,Baxcalibur,Dragapult
Iron Hands,Toedscruel,Azumarill,Pincurchin,Iron Treads,Iron Moth
Zamazenta-*,Landorus-Therian,Kingambit,Slowking-Galar,Hydreigon,Lilligant-Hisui
Dragonite,Goodra-Hisui,Volcarona,Garganacl,Azumarill,Great Tusk
Azumarill,Dragapult,Sandy Shocks,Dragonite,Urshifu-*,Moltres-Galar
Dragonite,Goodra-Hisui,Volcarona,Gholdengo,Azumarill,Garganacl
Rotom-Wash,Meowscarada,Great Tusk,Gholdengo,Roaring Moon,Iron Valiant
Iron Valiant,Goodra,Volcarona,Azumarill,Great Tusk,Garganacl
Iron Valiant,Goodra-Hisui,Volcarona,Azumarill,Great Tusk,Garganacl
Pelipper,Braviary-Hisui,Basculegion,Urshifu-*,Iron Treads,Amoonguss
Indeedee,Toedscruel,Pelipper,Floatzel,Polteageist,Forretress
Goodra-Hisui,Enamorus,Great Tusk,Iron Valiant,Dondozo,Dragonite
Zamazenta-*,Hoopa-Unbound,Garganacl,Great Tusk,Zapdos,Scizor
Goodra-Hisui,Enamorus,Great Tusk,Iron Valiant,Dondozo,Dragonite
Goodra-Hisui,Enamorus,Great Tusk,Iron Valiant,Dondozo,Dragonite
Dragapult,Meowscarada,Dondozo,Heatran,Zapdos,Great Tusk
Kingambit,Glimmora,Gholdengo,Iron Valiant,Roaring Moon,Great Tusk
Iron Valiant,Goodra,Volcarona,Azumarill,Great Tusk,Garganacl
Iron Valiant,Baxcalibur,Slowking-Galar,Great Tusk,Kingambit,Samurott-Hisui
Goodra-Hisui,Enamorus,Great Tusk,Iron Valiant,Dondozo,Dragonite
Iron Valiant,Cresselia,Samurott-Hisui,Sneasler,Great Tusk,Kingambit
Goodra-Hisui,Enamorus,Great Tusk,Iron Valiant,Dondozo,Dragonite
Kingambit,Cinderace,Ursaluna-Bloodmoon,Zapdos,Iron Valiant,Toxapex
Slowking-Galar,Corviknight,Clefable,Zamazenta-*,Cinderace,Greninja-*
Ursaluna-Bloodmoon,Kingambit,Iron Valiant,Dragapult,Glimmora,Manaphy
Slowking-Galar,Corviknight,Clefable,Zamazenta-*,Cinderace,Greninja-*
Gliscor,Samurott-Hisui,Zapdos,Slowking,Clefable,Cinderace
Slowking-Galar,Corviknight,Clefable,Zamazenta-*,Cinderace,Greninja-*
Slowking-Galar,Greninja-*,Zamazenta-*,Cinderace,Clefable,Corviknight
Ribombee,Zapdos,Ursaluna-Bloodmoon,Gholdengo,Hatterene,Great Tusk
Slowking-Galar,Greninja-*,Zamazenta-*,Cinderace,Clefable,Corviknight
Ogerpon-Cornerstone,Great Tusk,Greninja-*,Iron Moth,Dragapult,Tinkaton
Slowking-Galar,Greninja-*,Zamazenta-*,Cinderace,Clefable,Corviknight
Rillaboom,Armarouge,Ogerpon-Cornerstone,Roaring Moon,Iron Treads,Sneasler
Dragapult,Rillaboom,Sneasler,Kingambit,Landorus-Therian,Zamazenta-*
Slowking-Galar,Corviknight,Clefable,Zamazenta-*,Cinderace,Greninja-*
Gliscor,Great Tusk,Tornadus-Therian,Toxapex,Clefable,Gholdengo
Slowking-Galar,Greninja-*,Zamazenta-*,Cinderace,Clefable,Corviknight
Iron Moth,Umbreon,Garchomp,Glimmora,Gholdengo,Dragonite
Slowking-Galar,Clefable,Zamazenta-*,Cinderace,Greninja-*,Landorus-Therian
Iron Valiant,Goodra,Volcarona,Azumarill,Great Tusk,Scizor
Roaring Moon,Maushold,Dondozo,Dragapult,Kingambit,Great Tusk
Clodsire,Blissey,Alomomola,Dondozo,Corviknight,Volcarona
Garganacl,Gholdengo,Great Tusk,Volcarona,Dragonite,Greninja
Dragalge,Ursaluna,Hoopa-Unbound,Crabominable,Dusclops,Hatterene
Slowking-Galar,Greninja-*,Zamazenta-*,Cinderace,Clefable,Corviknight
Kleavor,Ting-Lu,Amoonguss,Tauros-Paldea-Aqua,Tornadus-Therian,Iron Treads
Samurott-Hisui,Sneasler,Kingambit,Rillaboom,Great Tusk,Gholdengo
Clodsire,Dondozo,Alomomola,Talonflame,Toxapex,Blissey
Garganacl,Gholdengo,Great Tusk,Volcarona,Dragonite,Greninja
Enamorus-Therian,Kingambit,Dragapult,Slowking-Galar,Landorus-Therian,Corviknight
Great Tusk,Slowking-Galar,Landorus-Therian,Gholdengo,Meowscarada,Kingambit
Decidueye-Hisui,Hoopa-Unbound,Gholdengo,Clodsire,Kleavor,Rotom-Wash
Enamorus-Therian,Kingambit,Dragapult,Slowking-Galar,Great Tusk,Landorus-Therian
Baxcalibur,Cinderace,Gholdengo,Ting-Lu,Walking Wake,Sneasler
Wo-Chien,Cinderace,Kingambit,Enamorus-Therian,Zapdos,Great Tusk
Garganacl,Gholdengo,Great Tusk,Volcarona,Dragonite,Greninja
Greninja,Gholdengo,Baxcalibur,Breloom,Kingambit,Volcarona
Gholdengo,Ting-Lu,Kingambit,Spidops,Great Tusk,Iron Moth
Garganacl,Gholdengo,Great Tusk,Volcarona,Dragonite,Greninja
Torkoal,Walking Wake,Roaring Moon,Garganacl,Toxapex,Great Tusk
Garganacl,Gholdengo,Great Tusk,Volcarona,Dragonite,Greninja
Garganacl,Gholdengo,Great Tusk,Meowscarada,Volcarona,Dragonite
Chien-Pao,Garchomp,Great Tusk,Kingambit,Meowscarada,Gholdengo
Garganacl,Gholdengo,Great Tusk,Meowscarada,Volcarona,Dragonite
Toxapex,Ting-Lu,Chien-Pao,Dragapult,Great Tusk,Gholdengo
Spidops,Meowscarada,Volcarona,Gholdengo,Skeledirge,Ting-Lu
Garganacl,Gholdengo,Great Tusk,Meowscarada,Volcarona,Dragonite
Glimmora,Skeledirge,Kingambit,Quaquaval,Hydreigon,Tinkaton
Chien-Pao,Glimmora,Iron Valiant,Gholdengo,Ting-Lu,Rotom-Wash
Dragapult,Roaring Moon,Great Tusk,Kingambit,Rotom-Wash,Skeledirge
Chien-Pao,Glimmora,Iron Valiant,Gholdengo,Ting-Lu,Rotom-Wash
Dragonite,Pelipper,Meowscarada,Great Tusk,Azumarill,Gholdengo
Garganacl,Gholdengo,Great Tusk,Meowscarada,Volcarona,Dragonite
Garganacl,Gholdengo,Great Tusk,Meowscarada,Volcarona,Dragonite
Toxapex,Dragapult,Skeledirge,Great Tusk,Chien-Pao,Ting-Lu
Orthworm,Haxorus,Electrode,Skeledirge,Volcarona,Gholdengo
Garganacl,Gholdengo,Great Tusk,Volcarona,Dragonite,Greninja
Garganacl,Gholdengo,Great Tusk,Volcarona,Dragonite,Greninja
Hatterene,Garganacl,Corviknight,Dondozo,Ting-Lu,Chien-Pao
Garganacl,Gholdengo,Great Tusk,Volcarona,Dragonite,Greninja
Garchomp,Meowscarada,Magnezone,Dragonite,Corviknight,Quaquaval
Cresselia,Gholdengo,Iron Valiant,Greninja-*,Baxcalibur,Great Tusk
Enamorus-Therian,Clodsire,Dragapult,Hatterene,Great Tusk,Roaring Moon
Greninja-*,Pelipper,Kingambit,Zapdos,Ting-Lu,Basculegion
Enamorus-Therian,Clodsire,Dragapult,Hatterene,Great Tusk,Roaring Moon
Ninetales-Alola,Baxcalibur,Manaphy,Ursaluna-Bloodmoon,Weezing-Galar,Empoleon
Pelipper,Manaphy,Thundurus-Therian,Basculegion,Scizor,Maushold
Pelipper,Manaphy,Thundurus-Therian,Basculegion,Scizor,Maushold
Ninetales-Alola,Baxcalibur,Cloyster,Gholdengo,Maushold-Four,Torterra
Pelipper,Manaphy,Thundurus-Therian,Basculegion,Scizor,Maushold
Alomomola,Cinderace,Ursaluna-Bloodmoon,Gliscor,Zamazenta-*,Kommo-o
Maushold,Dondozo,Clodsire,Dragapult,Iron Hands,Garganacl
Chien-Pao,Glimmora,Iron Valiant,Gholdengo,Ting-Lu,Rotom-Wash
Tyranitar,Rillaboom,Gholdengo,Sneasler,Samurott-Hisui,Ogerpon-Cornerstone
Pelipper,Manaphy,Thundurus-Therian,Basculegion,Scizor,Maushold
Ninetales-Alola,Baxcalibur,Manaphy,Great Tusk,Rillaboom,Cinderace
Pelipper,Manaphy,Thundurus-Therian,Basculegion,Scizor,Maushold
Pelipper,Manaphy,Thundurus-Therian,Basculegion,Scizor,Maushold
Ninetales-Alola,Greninja-*,Glimmora,Weavile,Baxcalibur,Cetitan
Munkidori,Ninetales-Alola,Torterra,Mamoswine,Ogerpon-Wellspring,Infernape
Pelipper,Manaphy,Thundurus-Therian,Basculegion,Scizor,Maushold
Enamorus-Therian,Clodsire,Dragapult,Hatterene,Great Tusk,Roaring Moon
Zapdos-Galar,Ting-Lu,Toxapex,Heatran,Kingambit,Corviknight
Enamorus-Therian,Clodsire,Dragapult,Hatterene,Great Tusk,Roaring Moon
Brute Bonnet,Kingambit,Great Tusk,Iron Moth,Walking Wake,Torkoal
Enamorus-Therian,Clodsire,Dragapult,Hatterene,Great Tusk,Roaring Moon
Samurott-Hisui,Gholdengo,Landorus-Therian,Amoonguss,Ting-Lu,Iron Valiant
Rillaboom,Sneasler,Hawlucha,Hatterene,Gholdengo,Iron Valiant
Ting-Lu,Great Tusk,Baxcalibur,Zapdos,Slowking-Galar,Gholdengo
Ursaluna,Walking Wake,Zapdos,Clodsire,Corviknight,Cinderace
Rillaboom,Sneasler,Hawlucha,Maushold,Heatran,Hoopa-Unbound
Enamorus-Therian,Clodsire,Dragapult,Hatterene,Great Tusk,Roaring Moon
Cyclizar,Corviknight,Toxapex,Dondozo,Ting-Lu,Wo-Chien
Enamorus-Therian,Clodsire,Dragapult,Hatterene,Great Tusk,Roaring Moon
Landorus-Therian,Samurott-Hisui,Iron Valiant,Cinderace,Gholdengo,Amoonguss
Hydreigon,Iron Valiant,Baxcalibur,Gholdengo,Great Tusk,Slowking-Galar
Enamorus-Therian,Clodsire,Dragapult,Hatterene,Great Tusk,Roaring Moon
Zapdos,Ting-Lu,Dragapult,Corviknight,Baxcalibur,Slowking-Galar
Enamorus-Therian,Clodsire,Dragapult,Hatterene,Great Tusk,Roaring Moon
Enamorus-Therian,Clodsire,Dragapult,Hatterene,Great Tusk,Roaring Moon
Dragonite,Toxapex,Ting-Lu,Dondozo,Cresselia,Corviknight
Rillaboom,Sneasler,Hawlucha,Ursaluna,Great Tusk,Gholdengo
Glimmora,Iron Valiant,Gholdengo,Greninja-*,Kingambit,Baxcalibur
Rillaboom,Sneasler,Hawlucha,Maushold,Heatran,Iron Valiant
Dragapult,Great Tusk,Slowking-Galar,Ting-Lu,Baxcalibur,Kingambit
Rillaboom,Sneasler,Hawlucha,Maushold,Heatran,Iron Valiant
Brambleghast,Iron Thorns,Kingambit,Iron Valiant,Baxcalibur,Landorus-Therian
Rillaboom,Sneasler,Hawlucha,Maushold,Goodra-Hisui,Arcanine-Hisui
Grimmsnarl,Ursaluna,Slowbro-Galar,Iron Hands,Kingambit,Enamorus-Therian
Rillaboom,Sneasler,Hawlucha,Ursaluna,Great Tusk,Gholdengo
Samurott-Hisui,Iron Valiant,Baxcalibur,Kingambit,Gholdengo,Arcanine-Hisui
Dragapult,Sneasler,Ting-Lu,Tornadus-Therian,Heatran,Great Tusk
Rillaboom,Sneasler,Hawlucha,Maushold,Heatran,Iron Valiant
Cyclizar,Corviknight,Toxapex,Dondozo,Ting-Lu,Wo-Chien
Rillaboom,Sneasler,Hawlucha,Maushold,Heatran,Iron Valiant
Zamazenta-*,Kingambit,Landorus-Therian,Samurott-Hisui,Zapdos,Slowking-Galar
Rillaboom,Sneasler,Hawlucha,Maushold,Goodra-Hisui,Arcanine-Hisui
Rillaboom,Sneasler,Hawlucha,Maushold,Heatran,Iron Valiant
Dragonite,Garchomp,Greninja-*,Amoonguss,Kingambit,Great Tusk
Pelipper,Greninja-*,Samurott-Hisui,Sneasler,Gholdengo,Sandy Shocks
Rillaboom,Sneasler,Hawlucha,Maushold,Heatran,Iron Valiant
Clodsire,Great Tusk,Moltres,Gholdengo,Scream Tail,Meowscarada
Pelipper,Basculegion,Greninja-*,Ting-Lu,Zapdos,Kingambit
Slowking-Galar,Corviknight,Cinderace,Dondozo,Zamazenta-*,Ting-Lu
Clodsire,Great Tusk,Moltres,Gholdengo,Scream Tail,Meowscarada
Clodsire,Great Tusk,Moltres,Gholdengo,Scream Tail,Meowscarada
Iron Treads,Dragonite,Zamazenta-*,Enamorus,Kingambit,Walking Wake
Samurott-Hisui,Greninja-*,Moltres-Galar,Kingambit,Gholdengo,Sandy Shocks
Blissey,Gholdengo,Dondozo,Toxapex,Alomomola,Ting-Lu
Iron Valiant,Kingambit,Enamorus,Landorus-Therian,Roaring Moon,Samurott-Hisui
Clodsire,Great Tusk,Moltres,Gholdengo,Scream Tail,Meowscarada
Meloetta,Magnezone,Great Tusk,Meowscarada,Slowbro,Moltres
Clodsire,Great Tusk,Moltres,Gholdengo,Scream Tail,Meowscarada
Samurott-Hisui,Kingambit,Sandy Shocks,Gholdengo,Iron Valiant,Walking Wake
Clodsire,Great Tusk,Moltres,Gholdengo,Scream Tail,Meowscarada
Garganacl,Landorus-Therian,Iron Valiant,Heatran,Gastrodon-East,Skeledirge
Clodsire,Great Tusk,Moltres,Gholdengo,Scream Tail,Meowscarada
Clodsire,Great Tusk,Moltres,Gholdengo,Scream Tail,Meowscarada
Samurott-Hisui,Kingambit,Sandy Shocks,Gholdengo,Iron Valiant,Walking Wake
Garganacl,Corviknight,Great Tusk,Zamazenta-*,Ting-Lu,Toxapex
Clodsire,Great Tusk,Moltres,Gholdengo,Scream Tail,Meowscarada
Thundurus-Therian,Goodra-Hisui,Cinderace,Landorus-Therian,Iron Valiant,Kingambit
Ting-Lu,Gholdengo,Enamorus,Great Tusk,Volcanion,Amoonguss
Samurott-Hisui,Greninja-*,Moltres-Galar,Kingambit,Gholdengo,Sandy Shocks
Dragonite,Garchomp,Samurott-Hisui,Amoonguss,Kingambit,Iron Valiant
Thundurus-Therian,Goodra-Hisui,Cinderace,Landorus-Therian,Iron Valiant,Kingambit
Sneasler,Garganacl,Heatran,Rotom-Wash,Great Tusk,Dragapult
Tornadus-Therian,Zapdos,Ting-Lu,Great Tusk,Slowking-Galar,Garganacl
Samurott-Hisui,Kingambit,Sandy Shocks,Gholdengo,Iron Valiant,Walking Wake
Thundurus-Therian,Goodra-Hisui,Cinderace,Landorus-Therian,Iron Valiant,Kingambit
Garganacl,Corviknight,Great Tusk,Zamazenta-*,Ting-Lu,Toxapex
Thundurus-Therian,Goodra-Hisui,Cinderace,Landorus-Therian,Iron Valiant,Kingambit
Sneasler,Garganacl,Heatran,Rotom-Wash,Great Tusk,Dragapult
Honchkrow,Slowking-Galar,Great Tusk,Sandy Shocks,Kingambit,Gholdengo
Zapdos,Garchomp,Gholdengo,Slowking,Talonflame,Clodsire
Samurott-Hisui,Greninja-*,Moltres-Galar,Kingambit,Gholdengo,Iron Valiant
Landorus-Therian,Cinderace,Slowking-Galar,Meowscarada,Iron Valiant,Kingambit
Gholdengo,Iron Valiant,Sandy Shocks,Walking Wake,Kingambit,Samurott-Hisui
Thundurus-Therian,Goodra-Hisui,Cinderace,Landorus-Therian,Iron Valiant,Kingambit
Samurott-Hisui,Greninja-*,Moltres-Galar,Kingambit,Gholdengo,Sandy Shocks
Dragonite,Garchomp,Samurott-Hisui,Amoonguss,Kingambit,Iron Valiant
Roaring Moon,Walking Wake,Ninetales,Munkidori,Ogerpon-Hearthflame,Great Tusk
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Zamazenta-*,Heatran,Blissey,Toxapex,Weezing-Galar,Ursaluna
Gliscor,Slowking-Galar,Sneasler,Samurott-Hisui,Rillaboom,Corviknight
Kingambit,Glimmora,Zamazenta-*,Iron Valiant,Iron Moth,Ogerpon-Wellspring
Kingambit,Zamazenta-*,Iron Valiant,Iron Moth,Glimmora,Ogerpon-Wellspring
Gliscor,Slowking-Galar,Sneasler,Samurott-Hisui,Rillaboom,Corviknight
Ogerpon-Wellspring,Zamazenta-*,Iron Valiant,Kingambit,Glimmora,Iron Moth
Ogerpon-Hearthflame,Kingambit,Great Tusk,Dondozo,Ninetales-Alola,Sneasler
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Samurott-Hisui,Kingambit,Sandy Shocks,Gholdengo,Iron Valiant,Walking Wake
Hoopa-Unbound,Garganacl,Great Tusk,Moltres,Slowking-Galar,Scream Tail
Gliscor,Slowking-Galar,Sneasler,Samurott-Hisui,Rillaboom,Corviknight
Alomomola,Slowking-Galar,Kingambit,Great Tusk,Thundurus-Therian,Cinderace
Gliscor,Slowking-Galar,Sneasler,Samurott-Hisui,Rillaboom,Corviknight
Heatran,Volbeat,Flamigo,Tornadus,Yanmega,Gliscor
Volcanion,Clefable,Ting-Lu,Dondozo,Kingambit,Gholdengo
Ogerpon-Hearthflame,Gliscor,Heatran,Cinderace,Greninja-*,Clefable
Ninetales-Alola,Sneasler,Iron Valiant,Great Tusk,Cresselia,Kingambit
Gliscor,Slowking-Galar,Sneasler,Samurott-Hisui,Rillaboom,Corviknight
Gliscor,Kingambit,Torkoal,Clefable,Heatran,Ninetales-Alola
Gholdengo,Iron Valiant,Great Tusk,Samurott-Hisui,Ogerpon-Wellspring,Ursaluna-Bloodmoon
Ninetales-Alola,Iron Moth,Cetitan,Hatterene,Haxorus,Kingambit
Gholdengo,Iron Valiant,Great Tusk,Samurott-Hisui,Ogerpon-Wellspring,Ursaluna-Bloodmoon
Sneasler,Clefable,Kingambit,Ursaluna-Bloodmoon,Gliscor,Toxapex
Kingambit,Ogerpon-Hearthflame,Okidogi,Ursaluna-Bloodmoon,Ninetales-Alola,Tauros-Paldea-Blaze
Ribombee,Gholdengo,Great Tusk,Iron Moth,Manaphy,Kingambit
Gholdengo,Clodsire,Great Tusk,Samurott-Hisui,Ogerpon-Wellspring,Ursaluna-Bloodmoon
Gholdengo,Iron Valiant,Great Tusk,Samurott-Hisui,Ogerpon-Wellspring,Ursaluna-Bloodmoon
Kingambit,Glimmora,Zamazenta-*,Iron Valiant,Iron Moth,Ogerpon-Wellspring
Zamazenta-*,Greninja-*,Mew,Gliscor,Thundurus-Therian,Cinderace
Gholdengo,Manaphy,Great Tusk,Samurott-Hisui,Ogerpon-Wellspring,Ursaluna-Bloodmoon
Kingambit,Glimmora,Zamazenta-*,Iron Valiant,Iron Moth,Ogerpon-Wellspring
Gholdengo,Manaphy,Great Tusk,Samurott-Hisui,Ogerpon-Wellspring,Ursaluna-Bloodmoon
Torterra,Alomomola,Bellibolt,Manaphy,Tauros-Paldea-Blaze,Ting-Lu
Sneasler,Gliscor,Great Tusk,Samurott-Hisui,Ogerpon-Wellspring,Ursaluna-Bloodmoon
Ursaluna-Bloodmoon,Samurott-Hisui,Sneasler,Kingambit,Zapdos,Iron Moth
Gholdengo,Iron Valiant,Great Tusk,Samurott-Hisui,Ogerpon-Wellspring,Ursaluna-Bloodmoon
Ninetales-Alola,Ursaluna-Bloodmoon,Kingambit,Manaphy,Iron Valiant,Zamazenta-*
Kingambit,Glimmora,Zamazenta-*,Iron Valiant,Iron Moth,Ogerpon-Wellspring
Ogerpon-Hearthflame,Manaphy,Enamorus,Cyclizar,Ting-Lu,Moltres
Ninetales-Alola,Baxcalibur,Corviknight,Iron Valiant,Samurott-Hisui,Munkidori
Samurott-Hisui,Iron Moth,Dragonite,Quaquaval,Dragapult,Kingambit
Clodsire,Corviknight,Thundurus-Therian,Hydreigon,Slowking-Galar,Kingambit
Ursaluna-Bloodmoon,Cinderace,Dragonite,Zapdos,Munkidori,Meowscarada
Sneasler,Clefable,Kingambit,Ursaluna-Bloodmoon,Gliscor,Rotom-Wash
Ribombee,Manaphy,Iron Moth,Kingambit,Gholdengo,Breloom
Sneasler,Clefable,Kingambit,Ursaluna-Bloodmoon,Gliscor,Toxapex
Volcanion,Dragapult,Garganacl,Great Tusk,Zapdos,Heatran
Baxcalibur,Zapdos,Ting-Lu,Gholdengo,Kingambit,Enamorus
Sneasler,Clefable,Kingambit,Ursaluna-Bloodmoon,Gliscor,Rotom-Wash
Kingambit,Glimmora,Zamazenta-*,Iron Valiant,Iron Moth,Ogerpon-Wellspring
Samurott-Hisui,Iron Moth,Landorus-Therian,Rotom-Wash,Dragapult,Iron Valiant
Volcanion,Dragapult,Garganacl,Great Tusk,Zapdos,Heatran
Iron Valiant,Magnezone,Amoonguss,Samurott-Hisui,Tsareena,Dragapult
Samurott-Hisui,Quaquaval,Dragapult,Dragonite,Iron Moth,Kingambit
Baxcalibur,Great Tusk,Samurott-Hisui,Walking Wake,Gholdengo,Slowking-Galar
Slowking-Galar,Zapdos,Sneasler,Iron Valiant,Lilligant-Hisui,Great Tusk
Zoroark-Hisui,Great Tusk,Greninja-*,Zapdos,Moltres,Clodsire
Slowking-Galar,Zapdos,Sneasler,Iron Valiant,Lilligant-Hisui,Great Tusk
Garganacl,Sandy Shocks,Dragonite,Iron Valiant,Great Tusk,Gholdengo
Samurott-Hisui,Quaquaval,Dragapult,Dragonite,Iron Moth,Kingambit
Great Tusk,Sneasler,Zapdos,Dragapult,Meloetta,Azumarill
Samurott-Hisui,Quaquaval,Dragapult,Dragonite,Iron Moth,Kingambit
Samurott-Hisui,Quaquaval,Dragapult,Dragonite,Iron Moth,Kingambit
Glimmora,Samurott-Hisui,Lycanroc-Dusk,Gholdengo,Zapdos,Great Tusk
Samurott-Hisui,Quaquaval,Dragapult,Dragonite,Iron Moth,Kingambit
Iron Valiant,Slowking-Galar,Samurott-Hisui,Great Tusk,Cinderace,Corviknight
Samurott-Hisui,Dragapult,Iron Valiant,Gholdengo,Baxcalibur,Kingambit
Samurott-Hisui,Quaquaval,Dragapult,Dragonite,Iron Moth,Kingambit
Baxcalibur,Ursaluna,Cinderace,Landorus-Therian,Enamorus,Zapdos
Samurott-Hisui,Quaquaval,Dragapult,Dragonite,Iron Moth,Kingambit
Great Tusk,Sneasler,Zapdos,Dragapult,Meloetta,Azumarill
Samurott-Hisui,Quaquaval,Dragapult,Dragonite,Iron Moth,Kingambit
Samurott-Hisui,Quaquaval,Dragapult,Dragonite,Iron Moth,Kingambit
Dondozo,Muk-Alola,Rotom-Wash,Great Tusk,Moltres,Ting-Lu
Sneasler,Garganacl,Heatran,Rotom-Wash,Great Tusk,Dragapult
Samurott-Hisui,Quaquaval,Dragapult,Dragonite,Iron Moth,Kingambit
