pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
Clefable,Slowking-Galar,Toxapex,Corviknight,Garchomp,Zeraora
Stakataka,Buzzwole,Scizor,Toxicroak,Swampert,Dragapult
Urshifu-*,Excadrill,Tyranitar,Clefable,Tangrowth,Zapdos
Clefable,Slowking-Galar,Toxapex,Corviknight,Garchomp,Zeraora
Clefable,Slowking-Galar,Rillaboom,Garchomp,Corviknight,Zeraora
Landorus-Therian,Tapu Lele,Alakazam,Ferrothorn,Moltres-Galar,Toxapex
Clefable,Slowking-Galar,Rillaboom,Garchomp,Corviknight,Zeraora
Garchomp,Kartana,Primarina,Melmetal,Moltres-Galar,Dragapult
Tornadus-Therian,Corviknight,Kartana,Toxapex,Hippowdon,Heatran
Nihilego,Zapdos-Galar,Kartana,Celesteela,Garchomp,Tapu Fini
Drifblim,Kommo-o,Mudsdale,Kartana,Morpeko,Urshifu-*
Nihilego,Zapdos-Galar,Kartana,Celesteela,Garchomp,Tapu Fini
Nihilego,Zapdos-Galar,Kartana,Celesteela,Garchomp,Tapu Fini
Shedinja,Pelipper,Kingdra,Cobalion,Thundurus-Therian,Barraskewda
Garchomp,Weavile,Kartana,Melmetal,Landorus-Therian,Toxapex
Nihilego,Zapdos-Galar,Kartana,Celesteela,Garchomp,Tapu Fini
Mamoswine,Urshifu-*,Kartana,Dragonite,Heatran,Moltres-Galar
Excadrill,Magnezone,Tyranitar,Tornadus-Therian,Slowbro,Rillaboom
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Buzzwole,Landorus-Therian,Magnezone,Tyranitar,Tapu Lele,Toxapex
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Urshifu-*,Heatran,Rotom-Wash,Landorus-Therian,Tapu Lele,Kartana
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Mew,Slurpuff,Jirachi,Zeraora,Vanilluxe,Gallade
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Moltres-Galar,Dragapult,Landorus-Therian,Dragonite,Victini,Heatran
Shuckle,Zapdos-Galar,Buzzwole,Volcanion,Zeraora,Dhelmise
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Glastrier,Zapdos,Dragapult,Landorus-Therian,Tapu Fini,Heatran
Urshifu-*,Heatran,Landorus-Therian,Rotom-Wash,Tangrowth,Latios
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Lanturn,Tapu Bulu,Heatran,Clefable,Tornadus-Therian,Kartana
Kartana,Tapu Lele,Tornadus-Therian,Hippowdon,Umbreon,Toxapex
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Excadrill,Scizor,Garchomp,Kartana,Blaziken,Volcanion
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Blacephalon,Blaziken,Aegislash,Landorus-Therian,Hydreigon,Toxapex
Tornadus-Therian,Umbreon,Melmetal,Marowak-Alola,Swampert,Slowbro
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Tornadus-Therian,Umbreon,Melmetal,Marowak-Alola,Swampert,Slowbro
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Landorus-Therian,Melmetal,Mew,Ninetales-Alola,Arctozolt,Slowking
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Moltres-Galar,Kartana,Magnezone,Tapu Bulu,Dragonite,Blissey
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Corviknight,Tangrowth,Blissey,Toxapex,Gastrodon,Jirachi
Magnezone,Tapu Lele,Kartana,Weavile,Garchomp,Corviknight
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Arctozolt,Ninetales-Alola,Corviknight,Volcanion,Landorus-Therian,Tornadus-Therian
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Weavile,Garchomp,Terrakion,Blacephalon,Celesteela,Urshifu-*
Melmetal,Tapu Lele,Magnezone,Tornadus-Therian,Tapu Fini,Landorus-Therian
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Blissey,Toxapex,Clefable,Blaziken,Tyranitar,Mandibuzz
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Magnezone,Melmetal,Landorus-Therian,Tornadus-Therian,Tapu Fini,Nihilego
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Gastrodon-East,Blissey,Toxapex,Clefable,Corviknight,Slowking-Galar
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Blissey,Toxapex,Corviknight,Clefable,Dragonite,Shedinja
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Urshifu-*,Necrozma,Tapu Lele,Nidoking,Kartana,Dragonite
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Ferrothorn,Excadrill,Blissey,Buzzwole,Slowking,Hippowdon
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Chansey,Landorus-Therian,Toxapex,Corviknight,Dragapult,Slowbro
Avalugg,Dragapult,Swampert,Tapu Koko,Ferrothorn,Blaziken
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Claydol,Bisharp,Grimmsnarl,Dragapult,Kartana,Charizard
Heatran,Ninetales-Alola,Kartana,Cloyster,Dragapult,Rotom-Wash
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Victini,Tornadus-Therian,Ferrothorn,Clefable,Garchomp,Weavile
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Landorus-Therian,Tapu Koko,Victini,Tapu Fini,Weavile,Corviknight
Moltres-Galar,Urshifu-*,Landorus-Therian,Blaziken,Hatterene,Nidoking
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Ninetales-Alola,Tapu Lele,Volcanion,Corviknight,Tornadus-Therian,Hippowdon
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Pelipper,Gyarados,Ferrothorn,Zapdos,Seismitoad,Tapu Lele
Mew,Garchomp,Keldeo-Resolute,Melmetal,Umbreon,Togekiss
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Tapu Koko,Hawlucha,Mew,Kommo-o,Aegislash,Zeraora
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Marowak-Alola,Slowbro,Hatterene,Garchomp,Ferrothorn,Drampa
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Landorus-Therian,Urshifu-*,Zapdos,Blacephalon,Tapu Fini,Scizor
Weavile,Landorus-Therian,Slowbro,Tornadus-Therian,Melmetal,Garchomp
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Slowking-Galar,Ferrothorn,Garchomp,Volcarona,Tyranitar,Zapdos
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Lucario,Tornadus-Therian,Weavile,Slowking,Garchomp,Zeraora
Rotom-Wash,Dragapult,Ferrothorn,Blacephalon,Weavile,Landorus-Therian
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Clefable,Tyranitar,Excadrill,Toxapex,Skarmory,Tornadus-Therian
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Tyranitar,Clefable,Excadrill,Tangrowth,Slowking-Galar,Rotom-Wash
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Tyranitar,Dracozolt,Excadrill,Hippowdon,Corviknight,Amoonguss
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Tapu Koko,Mienshao,Landorus-Therian,Slowbro,Blacephalon,Corviknight
Tyranitar,Nihilego,Swampert,Magnezone,Dragapult,Corviknight
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Blaziken,Tapu Koko,Latios,Landorus-Therian,Dragapult,Azumarill
Zeraora,Toxapex,Garchomp,Rotom-Wash,Ferrothorn,Charizard
Blacephalon,Ninetales-Alola,Tapu Fini,Heatran,Garchomp,Kartana
Victini,Landorus-Therian,Tapu Koko,Ferrothorn,Dragonite,Clefable
Heatran,Zapdos,Tapu Fini,Landorus-Therian,Ferrothorn,Weavile
Cresselia,Clefable,Quagsire,Skarmory,Zapdos,Toxapex
Kartana,Tapu Lele,Zapdos,Volcanion,Dragapult,Landorus-Therian
Garchomp,Tornadus-Therian,Toxapex,Blissey,Crawdaunt,Corviknight
Garchomp,Zapdos,Tapu Fini,Ferrothorn,Tyranitar,Tapu Lele
Slowbro,Weavile,Melmetal,Kartana,Blacephalon,Landorus-Therian
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Raichu-Alola,Tapu Koko,Ferrothorn,Weavile,Slowking-Galar,Landorus-Therian
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Snorlax,Escavalier,Claydol,Thwackey,Volcarona,Barbaracle
Barraskewda,Alakazam,Altaria,Grimmsnarl,Blaziken,Persian-Alola
Chansey,Quagsire,Corviknight,Toxapex,Buzzwole,Tyranitar
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Cloyster,Gothita,Noctowl,Magneton,Toxapex,Fletchling
Clefable,Landorus-Therian,Buzzwole,Zeraora,Melmetal,Slowking
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Dragonite,Blastoise,Rillaboom,Lycanroc-Dusk,Kartana,Dragapult
Nidoking,Pelipper,Ninjask,Machamp,Kommo-o,Porygon-Z
Lanturn,Slurpuff,Salazzle,Gardevoir,Bewear,Garchomp
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Blaziken,Landorus-Therian,Weavile,Tapu Lele,Dragonite,Rillaboom
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Meowstic,Salazzle,Chandelure,Primarina,Tapu Koko,Abomasnow
Tapu Koko,Abomasnow,Chandelure,Salazzle,Primarina,Meowstic
Jirachi,Grimmsnarl,Zapdos,Blaziken,Dragapult,Volcanion
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Blacephalon,Tornadus-Therian,Skarmory,Slowking-Galar,Garchomp,Jirachi
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Zapdos,Weavile,Kartana,Landorus-Therian,Volcanion,Melmetal
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Hydreigon,Corviknight,Toxapex,Landorus-Therian,Tapu Koko,Slowking-Galar
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Heatran,Venusaur,Weavile,Torkoal,Clefable,Landorus-Therian
Mew,Regieleki,Hatterene,Landorus-Therian,Ribombee,Urshifu-*
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Dragapult,Tapu Lele,Buzzwole,Heatran,Toxapex,Landorus-Therian
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Hydreigon,Zapdos,Tangrowth,Corviknight,Excadrill,Azumarill
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Pelipper,Barraskewda,Landorus-Therian,Corviknight,Blissey,Tapu Lele
Mew,Weavile,Celesteela,Crawdaunt,Garchomp,Blacephalon
Landorus-Therian,Heatran,Dragonite,Clefable,Ferrothorn,Tapu Koko
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Toxapex,Blaziken,Haxorus,Tornadus-Therian,Aegislash,Landorus-Therian
Corsola-Galar,Dragapult,Aegislash,Mimikyu,Blacephalon,Gengar
Mew,Crawdaunt,Celesteela,Garchomp,Weavile,Blacephalon
Seismitoad,Hawlucha,Gengar,Melmetal,Rillaboom,Blaziken
Weavile,Tapu Fini,Heatran,Volcarona,Landorus-Therian,Garchomp
Tornadus-Therian,Corviknight,Kartana,Toxapex,Hippowdon,Heatran
Lanturn,Tapu Bulu,Heatran,Clefable,Tornadus-Therian,Kartana
Cofagrigus,Raichu,Polteageist,Scizor,Mandibuzz,Rapidash
Scizor,Raichu-Alola,Mandibuzz,Polteageist,Cofagrigus,Rapidash-Galar
Weavile,Zapdos,Kartana,Melmetal,Landorus-Therian,Volcanion
Weavile,Tapu Fini,Heatran,Volcarona,Landorus-Therian,Garchomp
Clefable,Tyranitar,Corviknight,Slowbro,Garchomp,Volcarona
Weavile,Tapu Fini,Heatran,Volcarona,Landorus-Therian,Garchomp
Pelipper,Keldeo-Resolute,Ferrothorn,Landorus-Therian,Clefable,Zapdos
Tornadus-Therian,Corviknight,Kartana,Toxapex,Hippowdon,Heatran
Blissey,Dragonite,Victini,Dragapult,Buzzwole,Nidoking
Pelipper,Keldeo-Resolute,Ferrothorn,Landorus-Therian,Tapu Koko,Clefable
Rillaboom,Dracozolt,Heatran,Clefable,Hippowdon,Mandibuzz
Pelipper,Keldeo-Resolute,Ferrothorn,Landorus-Therian,Tapu Koko,Clefable
Weavile,Tapu Fini,Heatran,Volcarona,Landorus-Therian,Garchomp
Landorus-Therian,Magnezone,Rotom-Wash,Ferrothorn,Conkeldurr,Alakazam
Weavile,Tapu Fini,Heatran,Volcarona,Landorus-Therian,Garchomp
Chansey,Corviknight,Hippowdon,Toxapex,Clefable,Tornadus-Therian
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Tyranitar,Clefable,Landorus-Therian,Dragapult,Skarmory,Slowking
Skarmory,Magnezone,Clefable,Gastrodon,Dragapult,Rillaboom
Zeraora,Volcarona,Excadrill,Rillaboom,Hawlucha,Primarina
Zeraora,Volcarona,Excadrill,Rillaboom,Hawlucha,Clefable
Torkoal,Venusaur,Shiftry,Darmanitan,Cinderace,Ninetales
Zeraora,Volcarona,Excadrill,Rillaboom,Hawlucha,Clefable
Scizor,Crawdaunt,Terrakion,Rillaboom,Hawlucha,Weavile
Cinderace,Magearna,Chansey,Skarmory,Zeraora,Scizor
Alakazam,Marowak-Alola,Rotom-Heat,Magearna-Original,Urshifu-*,Seismitoad
Rotom-Wash,Marowak-Alola,Lucario,Lycanroc-Dusk,Mandibuzz,Shiinotic
Alakazam,Marowak-Alola,Rotom-Heat,Magearna-Original,Urshifu-*,Seismitoad
Marowak-Alola,Magearna-Original,Rotom-Heat,Alakazam,Urshifu-*,Seismitoad
Incineroar,Toxapex,Mandibuzz,Hippowdon,Dragapult,Clefable
Dragapult,Magnezone,Slowbro,Magearna-Original,Urshifu-*,Cinderace
Alakazam,Marowak-Alola,Rotom-Heat,Magearna-Original,Urshifu-*,Quagsire
Torkoal,Darmanitan,Venusaur,Charizard,Tsareena,Clefable
Zeraora,Ferrothorn,Hydreigon,Aegislash,Dracovish,Togekiss
Pelipper,Dracovish,Ferrothorn,Seismitoad,Conkeldurr,Crawdaunt
Zeraora,Ferrothorn,Hydreigon,Aegislash,Dracovish,Togekiss
Pelipper,Ludicolo,Barraskewda,Seismitoad,Hydreigon,Aegislash
Zeraora,Ferrothorn,Hydreigon,Aegislash,Dracovish,Togekiss
Ferrothorn,Dragapult,Clefable,Rotom-Heat,Toxapex,Hippowdon
Kyurem,Rotom-Wash,Clefable,Conkeldurr,Jirachi,Cinderace
Cloyster,Mimikyu,Bisharp,Rhyperior,Conkeldurr,Excadrill
Vanilluxe,Excadrill,Hatterene,Dragapult,Gyarados,Hawlucha
Darmanitan-Galar,Vanilluxe,Excadrill,Hatterene,Dragapult,Gyarados
Mew,Darmanitan-Galar,Kommo-o,Mandibuzz,Hydreigon,Ditto
Darmanitan-Galar,Vanilluxe,Excadrill,Hatterene,Dragapult,Gyarados
Dragapult,Excadrill,Rotom-Mow,Milotic,Gyarados,Bisharp
Regieleki,Weavile,Corviknight,Garchomp,Rillaboom,Volcanion
Gengar,Dragapult,Blaziken,Landorus-Therian,Kartana,Latias
Regieleki,Weavile,Corviknight,Garchomp,Rillaboom,Volcanion
Ribombee,Garchomp,Kartana,Tapu Koko,Aegislash,Nidoking
Regieleki,Weavile,Corviknight,Garchomp,Rillaboom,Volcanion
Tapu Koko,Heatran,Ferrothorn,Landorus-Therian,Regieleki,Gyarados
Regieleki,Weavile,Corviknight,Garchomp,Rillaboom,Volcanion
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Hippowdon,Tyranitar,Excadrill,Dracozolt,Buzzwole,Zapdos
Regieleki,Weavile,Corviknight,Garchomp,Rillaboom,Volcanion
Tapu Lele,Landorus-Therian,Zapdos,Volcanion,Dragapult,Melmetal
Necrozma,Tapu Lele,Urshifu-*,Tornadus-Therian,Landorus-Therian,Ferrothorn
Kyurem,Tornadus-Therian,Toxapex,Corviknight,Gastrodon-East,Clefable
Cloyster,Mew,Gengar,Bisharp,Rillaboom,Hawlucha
Pelipper,Ferrothorn,Barraskewda,Urshifu-*,Scizor,Toxtricity
Tornadus-Therian,Volcarona,Seismitoad,Zarude,Corviknight,Dragonite
Landorus-Therian,Cloyster,Tapu Fini,Ferrothorn,Dragapult,Bisharp
Pelipper,Ferrothorn,Barraskewda,Urshifu-*,Scizor,Toxtricity
Dragonite,Rotom-Wash,Melmetal,Weavile,Landorus-Therian,Volcarona
Pelipper,Ferrothorn,Barraskewda,Urshifu-*,Scizor,Toxtricity
Heatran,Rillaboom,Tapu Koko,Tornadus-Therian,Articuno,Garchomp
Dragapult,Zapdos-Galar,Bisharp,Shuckle,Blacephalon,Landorus-Therian
Urshifu-*,Rillaboom,Toxapex,Blissey,Volcarona,Togekiss
Pelipper,Kingdra,Scizor,Seismitoad,Urshifu-*,Rotom-Wash
Cinderace,Kyurem,Excadrill,Hippowdon,Clefable,Corviknight
Obstagoon,Clefable,Corviknight,Dracozolt,Seismitoad,Ferrothorn
Kommo-o,Cloyster,Conkeldurr,Cinderace,Grimmsnarl,Aegislash
Mimikyu,Bisharp,Conkeldurr,Pikachu-Unova,Aegislash,Mamoswine
Sigilyph,Sylveon,Weavile,Seismitoad,Dragapult,Conkeldurr
Ribombee,Excadrill,Bisharp,Kommo-o,Rotom-Heat,Cloyster
Kommo-o,Cloyster,Conkeldurr,Cinderace,Grimmsnarl,Aegislash
Obstagoon,Hatterene,Dracovish,Dugtrio,Rotom-Heat,Eldegoss
Kommo-o,Corviknight,Seismitoad,Rotom-Heat,Gengar,Clefable
Crustle,Weavile,Duraludon,Braviary,Whimsicott,Weezing-Galar
Kommo-o,Cloyster,Conkeldurr,Cinderace,Grimmsnarl,Aegislash
Mew,Haxorus,Kommo-o,Flygon,Dragapult,Duraludon
Aegislash,Corsola-Galar,Ditto,Grimmsnarl,Cinderace,Corviknight
Gengar,Hatterene,Excadrill,Tyranitar,Corviknight,Ditto
Clefable,Gengar,Garchomp,Mandibuzz,Ferrothorn,Slowking
Tapu Fini,Kartana,Garchomp,Tornadus-Therian,Melmetal,Dragonite
Zapdos,Weavile,Kartana,Landorus-Therian,Volcanion,Melmetal
Tyranitar,Excadrill,Heatran,Tangrowth,Slowking,Tornadus-Therian
Tornadus-Therian,Volcarona,Tapu Fini,Melmetal,Landorus-Therian,Zarude
Pelipper,Barraskewda,Regieleki,Tapu Lele,Landorus-Therian,Ferrothorn
Corviknight,Kommo-o,Clefable,Zeraora,Nidoking,Slowking
Dragapult,Garchomp,Tapu Lele,Urshifu-*,Landorus-Therian,Nidoking
Blacephalon,Tapu Koko,Garchomp,Tornadus-Therian,Rillaboom,Magearna
Sneasel,Corviknight,Hippowdon,Gengar,Dracozolt,Keldeo-Resolute
Ferrothorn,Dragapult,Amoonguss,Clefable,Rotom-Heat,Crawdaunt
Volcarona,Slowbro,Ferrothorn,Zeraora,Blissey,Mandibuzz
Gastrodon,Mew,Corviknight,Toxapex,Clefable,Tornadus-Therian
Tapu Lele,Ferrothorn,Landorus-Therian,Polteageist,Moltres-Galar,Rotom-Wash
Tornadus-Therian,Heatran,Clefable,Hydreigon,Buzzwole,Slowbro
Dragapult,Heatran,Tapu Lele,Melmetal,Landorus-Therian,Tapu Fini
Blacephalon,Weavile,Landorus-Therian,Ferrothorn,Rotom-Wash,Dragapult
Gastrodon,Mew,Corviknight,Toxapex,Clefable,Tornadus-Therian
Urshifu-*,Landorus-Therian,Melmetal,Rotom-Wash,Tornadus-Therian,Tapu Lele
Chansey,Corviknight,Hippowdon,Toxapex,Clefable,Tornadus-Therian
Tornadus-Therian,Corviknight,Chansey,Clefable,Hippowdon,Toxapex
Garchomp,Zapdos,Clefable,Ferrothorn,Weavile,Tapu Lele
Blacephalon,Toxapex,Tapu Lele,Magnezone,Garchomp,Tornadus-Therian
Chansey,Corviknight,Hippowdon,Toxapex,Clefable,Tornadus-Therian
Chansey,Corviknight,Hippowdon,Toxapex,Clefable,Tornadus-Therian
Weavile,Slowking-Galar,Melmetal,Garchomp,Urshifu-*,Corviknight
Cresselia,Clefable,Quagsire,Skarmory,Zapdos,Toxapex
Kartana,Rillaboom,Cobalion,Weavile,Garchomp,Blacephalon
Volcarona,Heatran,Rillaboom,Kartana,Zapdos,Zeraora
Mandibuzz,Slowking-Galar,Gastrodon,Ferrothorn,Clefable,Dragapult
Kartana,Heatran,Zapdos,Landorus-Therian,Moltres-Galar,Tapu Fini
Gastrodon,Mew,Corviknight,Toxapex,Clefable,Tornadus-Therian
Blissey,Tornadus-Therian,Hippowdon,Toxapex,Clefable,Corviknight
Dragapult,Tapu Lele,Nidoking,Ferrothorn,Landorus-Therian,Heatran
Landorus-Therian,Tapu Fini,Heatran,Dragonite,Kartana,Magnezone
Magnezone,Slowking-Galar,Kartana,Landorus-Therian,Keldeo-Resolute,Weavile
Magnezone,Slowking-Galar,Kartana,Landorus-Therian,Keldeo-Resolute,Weavile
Scizor,Toxapex,Clefable,Hippowdon,Skarmory,Tapu Koko
Blacephalon,Mew,Dragonite,Cloyster,Bisharp,Garchomp
Hydreigon,Toxapex,Clefable,Hippowdon,Tornadus-Therian,Scizor
Garchomp,Heatran,Dragapult,Clefable,Tornadus-Therian,Toxapex
Blacephalon,Mew,Dragonite,Cloyster,Bisharp,Garchomp
Tapu Fini,Kyurem,Volcarona,Magnezone,Dragonite,Landorus-Therian
Zeraora,Kyurem,Buzzwole,Aegislash,Tapu Fini,Landorus-Therian
Tapu Koko,Garchomp,Tornadus-Therian,Conkeldurr,Blissey,Melmetal
Mew,Jirachi,Cloyster,Volcarona,Zeraora,Kommo-o
Slurpuff,Kartana,Nidoking,Tapu Fini,Buzzwole,Azumarill
Mew,Jirachi,Cloyster,Volcarona,Zeraora,Kommo-o
Blissey,Buzzwole,Kartana,Heatran,Landorus-Therian,Zapdos
Tapu Koko,Landorus-Therian,Hawlucha,Magearna,Azumarill,Dragonite
Tapu Lele,Zarude,Zapdos,Volcanion,Bisharp,Mamoswine
Urshifu-*,Clefable,Nidoking,Zapdos,Porygon2,Heatran
Urshifu-*,Clefable,Nidoking,Zapdos,Porygon2,Heatran
Pelipper,Ferrothorn,Tornadus-Therian,Garchomp,Barraskewda,Urshifu-*
Kartana,Moltres,Blissey,Regieleki,Tapu Koko,Buzzwole
Seismitoad,Dragapult,Cinderace,Charizard,Aegislash,Rillaboom
Shuckle,Zapdos-Galar,Nihilego,Spectrier,Rillaboom,Volcarona
Urshifu-*,Clefable,Nidoking,Zapdos,Porygon2,Heatran
Urshifu-*,Clefable,Nidoking,Zapdos,Porygon2,Heatran
Kartana,Landorus-Therian,Spectrier,Clefable,Rillaboom,Heatran
Pelipper,Clefable,Ferrothorn,Landorus-Therian,Barraskewda,Zapdos
Garchomp,Volcarona,Kartana,Dragonite,Heatran,Tapu Fini
Keldeo-Resolute,Kartana,Heatran,Landorus-Therian,Dragapult,Clefable
Mandibuzz,Excadrill,Tapu Lele,Kartana,Toxapex,Landorus-Therian
Rotom-Heat,Melmetal,Tornadus-Therian,Garchomp,Clefable,Dragapult
Weavile,Volcanion,Zapdos,Landorus-Therian,Ferrothorn,Tapu Lele
Slowking-Galar,Kartana,Hippowdon,Kommo-o,Skarmory,Tapu Fini
Slowking-Galar,Weavile,Magnezone,Garchomp,Corviknight,Urshifu-*
Slowking-Galar,Magnezone,Kommo-o,Landorus-Therian,Corviknight,Tapu Fini
Urshifu-*,Gardevoir,Melmetal,Slowking-Galar,Kartana,Regieleki
Pelipper,Hawlucha,Landorus-Therian,Barraskewda,Kartana,Tapu Koko
Hippowdon,Slowking-Galar,Toxapex,Corviknight,Hydreigon,Scizor
Heatran,Kommo-o,Zeraora,Mew,Landorus-Therian,Clefable
Grimmsnarl,Dragonite,Azelf,Bisharp,Volcarona,Zeraora
Pelipper,Tornadus,Kingdra,Crawdaunt,Thundurus-Therian,Ferrothorn
Zapdos,Tapu Fini,Zarude,Melmetal,Pheromosa,Swampert
Excadrill,Zeraora,Dragapult,Volcarona,Primarina,Rillaboom
Torkoal,Darmanitan,Venusaur,Hatterene,Blissey,Kommo-o
Zeraora,Clefable,Toxapex,Blissey,Skarmory,Ditto
Rillaboom,Incineroar,Alakazam,Scizor,Mandibuzz,Clefable
Zeraora,Hawlucha,Rillaboom,Gyarados,Azumarill,Grimmsnarl
Dragapult,Hatterene,Incineroar,Skarmory,Azumarill,Magnezone
Torkoal,Marowak-Alola,Porygon2,Slowbro,Hatterene,Conkeldurr
Clefable,Ferrothorn,Togekiss,Urshifu-*,Dragapult,Rotom-Heat
Coalossal,Rillaboom,Primarina,Volcarona,Jirachi,Urshifu-*
Clefable,Ferrothorn,Togekiss,Urshifu-*,Dragapult,Rotom-Heat
Clefable,Toxtricity,Kyurem,Urshifu-*,Rillaboom,Mew
Pelipper,Heliolisk,Ferrothorn,Urshifu-*,Seismitoad,Volcarona
Amoonguss,Toxapex,Blissey,Togekiss,Hawlucha,Volcarona
Rillaboom,Scizor,Urshifu-*,Zeraora,Kyurem,Primarina
Volcarona,Diggersby,Darmanitan,Kommo-o,Urshifu-*,Corviknight
Rillaboom,Scizor,Urshifu-*,Zeraora,Kyurem,Primarina
Excadrill,Rillaboom,Volcarona,Urshifu-*,Toxtricity,Primarina
Amoonguss,Primarina,Dragapult,Rotom-Heat,Corviknight,Kommo-o
