Pokémon,1º tipo,2º tipo,Sprite
Arceus-Ground,https://play.pokemonshowdown.com/sprites/types/Ground.png,-,https://play.pokemonshowdown.com/sprites/gen5/arceus-ground.png
Arceus-Ice,https://play.pokemonshowdown.com/sprites/types/Ice.png,-,https://play.pokemonshowdown.com/sprites/gen5/arceus-ice.png
Arceus-Poison,https://play.pokemonshowdown.com/sprites/types/Poison.png,-,https://play.pokemonshowdown.com/sprites/gen5/arceus-poison.png
Arceus-Psychic,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/arceus-psychic.png
Arceus-Rock,https://play.pokemonshowdown.com/sprites/types/Rock.png,-,https://play.pokemonshowdown.com/sprites/gen5/arceus-rock.png
Arceus-Steel,https://play.pokemonshowdown.com/sprites/types/Steel.png,-,https://play.pokemonshowdown.com/sprites/gen5/arceus-steel.png
Arceus-Water,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/arceus-water.png
Victini,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/gen5/victini.png
Snivy,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/snivy.png
Servine,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/servine.png
Serperior,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/serperior.png
Tepig,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/tepig.png
Pignite,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/gen5/pignite.png
Emboar,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/gen5/emboar.png
Oshawott,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/oshawott.png
Dewott,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/dewott.png
Samurott,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/samurott.png
Samurott-Hisui,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/gen5/samurott-hisui.png
Patrat,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/patrat.png
Watchog,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/watchog.png
Lillipup,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/lillipup.png
Herdier,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/herdier.png
Stoutland,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/stoutland.png
Purrloin,https://play.pokemonshowdown.com/sprites/types/Dark.png,-,https://play.pokemonshowdown.com/sprites/gen5/purrloin.png
Liepard,https://play.pokemonshowdown.com/sprites/types/Dark.png,-,https://play.pokemonshowdown.com/sprites/gen5/liepard.png
Pansage,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/pansage.png
Simisage,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/simisage.png
Pansear,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/pansear.png
Simisear,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/simisear.png
Panpour,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/panpour.png
Simipour,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/simipour.png
Munna,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/munna.png
Musharna,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/musharna.png
Pidove,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/pidove.png
Tranquill,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/tranquill.png
Unfezant,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/unfezant.png
Blitzle,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/blitzle.png
Zebstrika,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/zebstrika.png
Roggenrola,https://play.pokemonshowdown.com/sprites/types/Rock.png,-,https://play.pokemonshowdown.com/sprites/gen5/roggenrola.png
Boldore,https://play.pokemonshowdown.com/sprites/types/Rock.png,-,https://play.pokemonshowdown.com/sprites/gen5/boldore.png
Gigalith,https://play.pokemonshowdown.com/sprites/types/Rock.png,-,https://play.pokemonshowdown.com/sprites/gen5/gigalith.png
Woobat,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/woobat.png
Swoobat,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/swoobat.png
Drilbur,https://play.pokemonshowdown.com/sprites/types/Ground.png,-,https://play.pokemonshowdown.com/sprites/gen5/drilbur.png
Excadrill,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/excadrill.png
Audino,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/audino.png
Audino-Mega,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/audino-mega.png
Timburr,https://play.pokemonshowdown.com/sprites/types/Fighting.png,-,https://play.pokemonshowdown.com/sprites/gen5/timburr.png
Gurdurr,https://play.pokemonshowdown.com/sprites/types/Fighting.png,-,https://play.pokemonshowdown.com/sprites/gen5/gurdurr.png
Conkeldurr,https://play.pokemonshowdown.com/sprites/types/Fighting.png,-,https://play.pokemonshowdown.com/sprites/gen5/conkeldurr.png
Tympole,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/tympole.png
Palpitoad,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/gen5/palpitoad.png
Seismitoad,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/gen5/seismitoad.png
Throh,https://play.pokemonshowdown.com/sprites/types/Fighting.png,-,https://play.pokemonshowdown.com/sprites/gen5/throh.png
Sawk,https://play.pokemonshowdown.com/sprites/types/Fighting.png,-,https://play.pokemonshowdown.com/sprites/gen5/sawk.png
Sewaddle,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/gen5/sewaddle.png
Swadloon,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/gen5/swadloon.png
Leavanny,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/gen5/leavanny.png
Venipede,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/gen5/venipede.png
Whirlipede,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/gen5/whirlipede.png
Scolipede,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/gen5/scolipede.png
Cottonee,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/cottonee.png
Whimsicott,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/whimsicott.png
Petilil,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/petilil.png
Lilligant,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/lilligant.png
Lilligant-Hisui,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/gen5/lilligant-hisui.png
Basculin,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/basculin.png
Basculin-Blue-Striped,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/basculin-bluestriped.png
Basculin-White-Striped,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/basculin-whitestriped.png
Sandile,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/gen5/sandile.png
Krokorok,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/gen5/krokorok.png
Krookodile,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/gen5/krookodile.png
Darumaka,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/darumaka.png
Darumaka-Galar,https://play.pokemonshowdown.com/sprites/types/Ice.png,-,https://play.pokemonshowdown.com/sprites/gen5/darumaka-galar.png
Darmanitan,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/darmanitan.png
Darmanitan-Zen,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/gen5/darmanitan-zen.png
Darmanitan-Galar,https://play.pokemonshowdown.com/sprites/types/Ice.png,-,https://play.pokemonshowdown.com/sprites/gen5/darmanitan-galar.png
Darmanitan-Galar-Zen,https://play.pokemonshowdown.com/sprites/types/Ice.png,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/gen5/darmanitan-galarzen.png
Maractus,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/maractus.png
Dwebble,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/gen5/dwebble.png
Crustle,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/gen5/crustle.png
Scraggy,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/gen5/scraggy.png
Scrafty,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/gen5/scrafty.png
Sigilyph,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/sigilyph.png
Yamask,https://play.pokemonshowdown.com/sprites/types/Ghost.png,-,https://play.pokemonshowdown.com/sprites/gen5/yamask.png
Yamask-Galar,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/gen5/yamask-galar.png
Cofagrigus,https://play.pokemonshowdown.com/sprites/types/Ghost.png,-,https://play.pokemonshowdown.com/sprites/gen5/cofagrigus.png
Tirtouga,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/gen5/tirtouga.png
Carracosta,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/gen5/carracosta.png
Archen,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/archen.png
Archeops,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/archeops.png
Trubbish,https://play.pokemonshowdown.com/sprites/types/Poison.png,-,https://play.pokemonshowdown.com/sprites/gen5/trubbish.png
Garbodor,https://play.pokemonshowdown.com/sprites/types/Poison.png,-,https://play.pokemonshowdown.com/sprites/gen5/garbodor.png
Garbodor-Gmax,https://play.pokemonshowdown.com/sprites/types/Poison.png,-,https://play.pokemonshowdown.com/sprites/gen5/garbodor-gmax.png
Zorua,https://play.pokemonshowdown.com/sprites/types/Dark.png,-,https://play.pokemonshowdown.com/sprites/gen5/zorua.png
Zorua-Hisui,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/gen5/zorua-hisui.png
Zoroark,https://play.pokemonshowdown.com/sprites/types/Dark.png,-,https://play.pokemonshowdown.com/sprites/gen5/zoroark.png
Zoroark-Hisui,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/gen5/zoroark-hisui.png
Minccino,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/minccino.png
Cinccino,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/cinccino.png
Gothita,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/gothita.png
Gothorita,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/gothorita.png
Gothitelle,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/gothitelle.png
Solosis,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/solosis.png
Duosion,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/duosion.png
Reuniclus,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/reuniclus.png
Ducklett,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/ducklett.png
Swanna,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/swanna.png
Vanillite,https://play.pokemonshowdown.com/sprites/types/Ice.png,-,https://play.pokemonshowdown.com/sprites/gen5/vanillite.png
Vanillish,https://play.pokemonshowdown.com/sprites/types/Ice.png,-,https://play.pokemonshowdown.com/sprites/gen5/vanillish.png
Vanilluxe,https://play.pokemonshowdown.com/sprites/types/Ice.png,-,https://play.pokemonshowdown.com/sprites/gen5/vanilluxe.png
Deerling,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/gen5/deerling.png
Sawsbuck,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/gen5/sawsbuck.png
Emolga,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/emolga.png
Karrablast,https://play.pokemonshowdown.com/sprites/types/Bug.png,-,https://play.pokemonshowdown.com/sprites/gen5/karrablast.png
Escavalier,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/escavalier.png
Foongus,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/gen5/foongus.png
Amoonguss,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/gen5/amoonguss.png
Frillish,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/gen5/frillish.png
Jellicent,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/gen5/jellicent.png
Alomomola,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/alomomola.png
Joltik,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/gen5/joltik.png
Galvantula,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/gen5/galvantula.png
Ferroseed,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/ferroseed.png
Ferrothorn,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/ferrothorn.png
Klink,https://play.pokemonshowdown.com/sprites/types/Steel.png,-,https://play.pokemonshowdown.com/sprites/gen5/klink.png
Klang,https://play.pokemonshowdown.com/sprites/types/Steel.png,-,https://play.pokemonshowdown.com/sprites/gen5/klang.png
Klinklang,https://play.pokemonshowdown.com/sprites/types/Steel.png,-,https://play.pokemonshowdown.com/sprites/gen5/klinklang.png
Tynamo,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/tynamo.png
Eelektrik,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/eelektrik.png
Eelektross,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/eelektross.png
Elgyem,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/elgyem.png
Beheeyem,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/beheeyem.png
Litwick,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/gen5/litwick.png
Lampent,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/gen5/lampent.png
Chandelure,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/gen5/chandelure.png
Axew,https://play.pokemonshowdown.com/sprites/types/Dragon.png,-,https://play.pokemonshowdown.com/sprites/gen5/axew.png
Fraxure,https://play.pokemonshowdown.com/sprites/types/Dragon.png,-,https://play.pokemonshowdown.com/sprites/gen5/fraxure.png
Haxorus,https://play.pokemonshowdown.com/sprites/types/Dragon.png,-,https://play.pokemonshowdown.com/sprites/gen5/haxorus.png
Cubchoo,https://play.pokemonshowdown.com/sprites/types/Ice.png,-,https://play.pokemonshowdown.com/sprites/gen5/cubchoo.png
Beartic,https://play.pokemonshowdown.com/sprites/types/Ice.png,-,https://play.pokemonshowdown.com/sprites/gen5/beartic.png
Cryogonal,https://play.pokemonshowdown.com/sprites/types/Ice.png,-,https://play.pokemonshowdown.com/sprites/gen5/cryogonal.png
Shelmet,https://play.pokemonshowdown.com/sprites/types/Bug.png,-,https://play.pokemonshowdown.com/sprites/gen5/shelmet.png
Accelgor,https://play.pokemonshowdown.com/sprites/types/Bug.png,-,https://play.pokemonshowdown.com/sprites/gen5/accelgor.png
Stunfisk,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/gen5/stunfisk.png
Stunfisk-Galar,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/stunfisk-galar.png
Mienfoo,https://play.pokemonshowdown.com/sprites/types/Fighting.png,-,https://play.pokemonshowdown.com/sprites/gen5/mienfoo.png
Mienshao,https://play.pokemonshowdown.com/sprites/types/Fighting.png,-,https://play.pokemonshowdown.com/sprites/gen5/mienshao.png
Druddigon,https://play.pokemonshowdown.com/sprites/types/Dragon.png,-,https://play.pokemonshowdown.com/sprites/gen5/druddigon.png
Golett,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/gen5/golett.png
Golurk,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/gen5/golurk.png
Pawniard,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/pawniard.png
Bisharp,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/bisharp.png
Bouffalant,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/bouffalant.png
Rufflet,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/rufflet.png
Braviary,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/braviary.png
Braviary-Hisui,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/braviary-hisui.png
Vullaby,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/vullaby.png
Mandibuzz,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/mandibuzz.png
Heatmor,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/heatmor.png
Durant,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/durant.png
Deino,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/gen5/deino.png
Zweilous,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/gen5/zweilous.png
Hydreigon,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/gen5/hydreigon.png
Larvesta,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/gen5/larvesta.png
Volcarona,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/gen5/volcarona.png
Cobalion,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/gen5/cobalion.png
Terrakion,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/gen5/terrakion.png
Virizion,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/gen5/virizion.png
Tornadus,https://play.pokemonshowdown.com/sprites/types/Flying.png,-,https://play.pokemonshowdown.com/sprites/gen5/tornadus.png
Tornadus-Therian,https://play.pokemonshowdown.com/sprites/types/Flying.png,-,https://play.pokemonshowdown.com/sprites/gen5/tornadus-therian.png
Thundurus,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/thundurus.png
Thundurus-Therian,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/thundurus-therian.png
Reshiram,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/gen5/reshiram.png
Zekrom,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/gen5/zekrom.png
Landorus,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/landorus.png
Landorus-Therian,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/landorus-therian.png
Kyurem,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/types/Ice.png,https://play.pokemonshowdown.com/sprites/gen5/kyurem.png
Kyurem-Black,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/types/Ice.png,https://play.pokemonshowdown.com/sprites/gen5/kyurem-black.png
Kyurem-White,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/types/Ice.png,https://play.pokemonshowdown.com/sprites/gen5/kyurem-white.png
